WaterLevel,Date
236.25,8/12/2018
236.239,8/13/2018
236.229,8/14/2018
236.218,8/15/2018
236.213,8/16/2018
236.203,8/17/2018
236.193,8/18/2018
236.184,8/19/2018
236.177,8/20/2018
236.17,8/21/2018
236.162,8/22/2018
236.153,8/23/2018
236.144,8/24/2018
236.137,8/25/2018
236.136,8/26/2018
236.128,8/27/2018
236.12,8/28/2018
236.111,8/29/2018
236.105,8/30/2018
236.1,8/31/2018
236.096,9/1/2018
236.091,9/2/2018
236.083,9/3/2018
236.078,9/4/2018
236.069,9/5/2018
236.065,9/6/2018
236.065,9/7/2018
236.059,9/8/2018
236.051,9/9/2018
236.043,9/10/2018
236.037,9/11/2018
236.03,9/12/2018
236.026,9/13/2018
236.023,9/14/2018
236.02,9/15/2018
236.015,9/16/2018
236.009,9/17/2018
236.005,9/18/2018
236.005,9/19/2018
235.998,9/20/2018
235.992,9/21/2018
235.985,9/22/2018
235.985,9/23/2018
235.98,9/24/2018
235.976,9/25/2018
235.974,9/26/2018
235.976,9/27/2018
235.974,9/28/2018
235.97,9/29/2018
235.966,9/30/2018
235.963,10/1/2018
235.96,10/2/2018
235.956,10/3/2018
235.955,10/4/2018
235.96,10/5/2018
235.961,10/6/2018
235.96,10/7/2018
235.96,10/8/2018
235.96,10/9/2018
235.96,10/10/2018
235.964,10/11/2018
235.964,10/12/2018
235.963,10/13/2018
235.962,10/14/2018
235.961,10/15/2018
235.96,10/16/2018
235.97,10/17/2018
235.984,10/18/2018
235.983,10/19/2018
235.985,10/20/2018
235.99,10/21/2018
235.991,10/22/2018
235.993,10/23/2018
235.994,10/24/2018
235.995,10/25/2018
235.995,10/26/2018
235.997,10/27/2018
236,10/28/2018
236.004,10/29/2018
236.005,10/30/2018
236.005,10/31/2018
236.005,11/1/2018
236.006,11/2/2018
236.013,11/3/2018
236.017,11/4/2018
236.02,11/5/2018
236.024,11/6/2018
236.029,11/7/2018
236.047,11/8/2018
236.052,11/9/2018
236.055,11/10/2018
236.056,11/11/2018
236.062,11/12/2018
236.065,11/13/2018
236.065,11/14/2018
236.069,11/15/2018
236.073,11/16/2018
236.079,11/17/2018
236.082,11/18/2018
236.086,11/19/2018
236.092,11/20/2018
236.1,11/21/2018
236.106,11/22/2018
236.114,11/23/2018
236.12,11/24/2018
236.126,11/25/2018
236.131,11/26/2018
236.138,11/27/2018
236.143,11/28/2018
236.15,11/29/2018
236.154,11/30/2018
236.155,12/1/2018
236.162,12/2/2018
236.165,12/3/2018
236.169,12/4/2018
236.175,12/5/2018
236.175,12/6/2018
236.175,12/7/2018
236.175,12/8/2018
236.179,12/9/2018
236.184,12/10/2018
236.185,12/11/2018
236.181,12/12/2018
