WL,Date,Borehole,,
239.698,10/1/2018,GW030129.1.1,,
239.551,11/1/2018,GW030129.1.1,,
239.504,12/1/2018,GW030129.1.1,,
239.393,1/1/2019,GW030129.1.1,,
239.209,2/1/2019,GW030129.1.1,,
239.195,3/1/2019,GW030129.1.1,,
239.303,4/1/2019,GW030129.1.1,,
239.411,5/1/2019,GW030129.1.1,,
239.446,6/1/2019,GW030129.1.1,,
239.436,7/1/2019,GW030129.1.1,,
239.403,8/1/2019,GW030129.1.1,,
239.312,9/1/2019,GW030129.1.1,,
239.149,10/1/2019,GW030129.1.1,,
238.981,11/1/2019,GW030129.1.1,,
238.852,12/1/2019,GW030129.1.1,,
238.814,1/1/2020,GW030129.1.1,,
238.884,2/1/2020,GW030129.1.1,,
239.138,3/1/2020,GW030129.1.1,,
239.395,4/1/2020,GW030129.1.1,,
239.571,5/1/2020,GW030129.1.1,,
239.631,6/1/2020,GW030129.1.1,,
239.648,7/1/2020,GW030129.1.1,,
239.654,8/1/2020,GW030129.1.1,,
239.621,9/1/2020,GW030129.1.1,,
239.518,10/1/2020,GW030129.1.1,,
239.559,11/1/2020,GW030129.1.1,,
239.536,12/1/2020,GW030129.1.1,,
239.642,1/1/2021,GW030129.1.1,,
239.73,2/1/2021,GW030129.1.1,,
239.841,3/1/2021,GW030129.1.1,,
240.106,4/1/2021,GW030129.1.1,,
240.28,5/1/2021,GW030129.1.1,,
240.393,6/1/2021,GW030129.1.1,,
240.507,7/1/2021,GW030129.1.1,,
240.604,8/1/2021,GW030129.1.1,,
240.66,9/1/2021,GW030129.1.1,,
240.651,10/1/2021,GW030129.1.1,,
240.688,11/1/2021,GW030129.1.1,,
241.001,12/1/2021,GW030129.1.1,,
241.232,1/1/2022,GW030129.1.1,,
241.249,2/1/2022,GW030129.1.1,,
241.277,3/1/2022,GW030129.1.1,,
241.3,4/1/2022,GW030129.1.1,,
241.323,5/1/2022,GW030129.1.1,,
243.065,4/1/2005,GW030130.1.1,,
243.079,5/1/2005,GW030130.1.1,,
243.108,6/1/2005,GW030130.1.1,,
243.465,7/1/2005,GW030130.1.1,,
243.503,8/1/2005,GW030130.1.1,,
243.587,9/1/2005,GW030130.1.1,,
243.536,10/1/2005,GW030130.1.1,,
243.535,11/1/2005,GW030130.1.1,,
243.56,12/1/2005,GW030130.1.1,,
243.48,1/1/2006,GW030130.1.1,,
243.439,2/1/2006,GW030130.1.1,,
243.486,3/1/2006,GW030130.1.1,,
243.466,4/1/2006,GW030130.1.1,,
243.463,5/1/2006,GW030130.1.1,,
243.445,6/1/2006,GW030130.1.1,,
243.47,7/1/2006,GW030130.1.1,,
243.431,8/1/2006,GW030130.1.1,,
243.368,9/1/2006,GW030130.1.1,,
243.232,10/1/2006,GW030130.1.1,,
243.098,11/1/2006,GW030130.1.1,,
242.89,12/1/2006,GW030130.1.1,,
242.674,1/1/2007,GW030130.1.1,,
242.451,2/1/2007,GW030130.1.1,,
242.33,3/1/2007,GW030130.1.1,,
242.239,4/1/2007,GW030130.1.1,,
242.18,5/1/2007,GW030130.1.1,,
242.22,6/1/2007,GW030130.1.1,,
242.222,7/1/2007,GW030130.1.1,,
242.203,8/1/2007,GW030130.1.1,,
242.173,9/1/2007,GW030130.1.1,,
242.081,10/1/2007,GW030130.1.1,,
241.975,11/1/2007,GW030130.1.1,,
242.149,12/1/2007,GW030130.1.1,,
242.257,1/1/2008,GW030130.1.1,,
242.548,2/1/2008,GW030130.1.1,,
242.665,3/1/2008,GW030130.1.1,,
242.467,4/1/2008,GW030130.1.1,,
242.313,5/1/2008,GW030130.1.1,,
242.172,6/1/2008,GW030130.1.1,,
242.081,7/1/2008,GW030130.1.1,,
241.995,8/1/2008,GW030130.1.1,,
241.958,9/1/2008,GW030130.1.1,,
241.97,10/1/2008,GW030130.1.1,,
241.95,11/1/2008,GW030130.1.1,,
241.985,12/1/2008,GW030130.1.1,,
242.056,1/1/2009,GW030130.1.1,,
241.956,2/1/2009,GW030130.1.1,,
241.934,3/1/2009,GW030130.1.1,,
241.896,4/1/2009,GW030130.1.1,,
241.87,5/1/2009,GW030130.1.1,,
241.893,6/1/2009,GW030130.1.1,,
241.925,7/1/2009,GW030130.1.1,,
241.983,8/1/2009,GW030130.1.1,,
242.013,9/1/2009,GW030130.1.1,,
241.981,10/1/2009,GW030130.1.1,,
241.953,11/1/2009,GW030130.1.1,,
241.863,12/1/2009,GW030130.1.1,,
242.268,1/1/2010,GW030130.1.1,,
242.307,2/1/2010,GW030130.1.1,,
242.471,3/1/2010,GW030130.1.1,,
242.389,4/1/2010,GW030130.1.1,,
242.318,5/1/2010,GW030130.1.1,,
242.29,6/1/2010,GW030130.1.1,,
242.27,7/1/2010,GW030130.1.1,,
242.68,8/1/2010,GW030130.1.1,,
243.303,9/1/2010,GW030130.1.1,,
243.422,10/1/2010,GW030130.1.1,,
243.533,11/1/2010,GW030130.1.1,,
243.678,12/1/2010,GW030130.1.1,,
243.537,1/1/2011,GW030130.1.1,,
243.455,2/1/2011,GW030130.1.1,,
243.415,3/1/2011,GW030130.1.1,,
243.394,4/1/2011,GW030130.1.1,,
243.373,5/1/2011,GW030130.1.1,,
243.387,6/1/2011,GW030130.1.1,,
243.374,7/1/2011,GW030130.1.1,,
243.343,8/1/2011,GW030130.1.1,,
243.316,9/1/2011,GW030130.1.1,,
243.304,10/1/2011,GW030130.1.1,,
243.345,11/1/2011,GW030130.1.1,,
243.835,12/1/2011,GW030130.1.1,,
243.663,1/1/2012,GW030130.1.1,,
244.312,2/1/2012,GW030130.1.1,,
243.762,3/1/2012,GW030130.1.1,,
243.588,4/1/2012,GW030130.1.1,,
243.521,5/1/2012,GW030130.1.1,,
243.505,6/1/2012,GW030130.1.1,,
243.509,7/1/2012,GW030130.1.1,,
243.506,8/1/2012,GW030130.1.1,,
243.47,9/1/2012,GW030130.1.1,,
243.439,10/1/2012,GW030130.1.1,,
243.404,11/1/2012,GW030130.1.1,,
243.383,12/1/2012,GW030130.1.1,,
243.403,1/1/2013,GW030130.1.1,,
243.533,2/1/2013,GW030130.1.1,,
243.472,3/1/2013,GW030130.1.1,,
243.409,4/1/2013,GW030130.1.1,,
243.384,5/1/2013,GW030130.1.1,,
243.366,6/1/2013,GW030130.1.1,,
243.372,7/1/2013,GW030130.1.1,,
243.351,8/1/2013,GW030130.1.1,,
243.325,9/1/2013,GW030130.1.1,,
243.295,10/1/2013,GW030130.1.1,,
243.275,11/1/2013,GW030130.1.1,,
243.26,12/1/2013,GW030130.1.1,,
243.152,1/1/2014,GW030130.1.1,,
243.025,2/1/2014,GW030130.1.1,,
243.006,3/1/2014,GW030130.1.1,,
243.366,4/1/2014,GW030130.1.1,,
243.348,5/1/2014,GW030130.1.1,,
243.354,6/1/2014,GW030130.1.1,,
243.349,7/1/2014,GW030130.1.1,,
243.338,8/1/2014,GW030130.1.1,,
243.335,9/1/2014,GW030130.1.1,,
243.314,10/1/2014,GW030130.1.1,,
243.237,11/1/2014,GW030130.1.1,,
243.108,12/1/2014,GW030130.1.1,,
242.981,1/1/2015,GW030130.1.1,,
242.895,2/1/2015,GW030130.1.1,,
242.8,3/1/2015,GW030130.1.1,,
242.845,4/1/2015,GW030130.1.1,,
242.925,5/1/2015,GW030130.1.1,,
242.942,6/1/2015,GW030130.1.1,,
242.948,7/1/2015,GW030130.1.1,,
242.921,8/1/2015,GW030130.1.1,,
242.883,9/1/2015,GW030130.1.1,,
242.753,10/1/2015,GW030130.1.1,,
242.667,11/1/2015,GW030130.1.1,,
242.562,12/1/2015,GW030130.1.1,,
242.454,1/1/2016,GW030130.1.1,,
242.348,2/1/2016,GW030130.1.1,,
242.238,3/1/2016,GW030130.1.1,,
242.173,4/1/2016,GW030130.1.1,,
242.137,5/1/2016,GW030130.1.1,,
242.246,6/1/2016,GW030130.1.1,,
243.02,7/1/2016,GW030130.1.1,,
243.438,8/1/2016,GW030130.1.1,,
243.834,9/1/2016,GW030130.1.1,,
243.663,10/1/2016,GW030130.1.1,,
243.52,11/1/2016,GW030130.1.1,,
243.434,12/1/2016,GW030130.1.1,,
243.382,1/1/2017,GW030130.1.1,,
243.351,2/1/2017,GW030130.1.1,,
243.345,3/1/2017,GW030130.1.1,,
243.344,4/1/2017,GW030130.1.1,,
243.347,5/1/2017,GW030130.1.1,,
243.35,6/1/2017,GW030130.1.1,,
243.351,7/1/2017,GW030130.1.1,,
243.331,8/1/2017,GW030130.1.1,,
243.298,9/1/2017,GW030130.1.1,,
243.227,10/1/2017,GW030130.1.1,,
243.144,11/1/2017,GW030130.1.1,,
243.061,12/1/2017,GW030130.1.1,,
242.878,1/1/2018,GW030130.1.1,,
242.691,2/1/2018,GW030130.1.1,,
242.533,3/1/2018,GW030130.1.1,,
242.409,4/1/2018,GW030130.1.1,,
242.326,5/1/2018,GW030130.1.1,,
242.267,6/1/2018,GW030130.1.1,,
242.216,7/1/2018,GW030130.1.1,,
242.158,8/1/2018,GW030130.1.1,,
242.092,9/1/2018,GW030130.1.1,,
241.988,10/1/2018,GW030130.1.1,,
241.89,11/1/2018,GW030130.1.1,,
241.803,12/1/2018,GW030130.1.1,,
241.714,1/1/2019,GW030130.1.1,,
241.625,2/1/2019,GW030130.1.1,,
241.561,3/1/2019,GW030130.1.1,,
241.995,4/1/2019,GW030130.1.1,,
242.194,5/1/2019,GW030130.1.1,,
242.147,6/1/2019,GW030130.1.1,,
242.013,7/1/2019,GW030130.1.1,,
241.881,8/1/2019,GW030130.1.1,,
241.74,9/1/2019,GW030130.1.1,,
241.581,10/1/2019,GW030130.1.1,,
241.462,11/1/2019,GW030130.1.1,,
241.355,12/1/2019,GW030130.1.1,,
241.333,1/1/2020,GW030130.1.1,,
242.265,2/1/2020,GW030130.1.1,,
242.749,3/1/2020,GW030130.1.1,,
243.007,4/1/2020,GW030130.1.1,,
242.948,5/1/2020,GW030130.1.1,,
242.845,6/1/2020,GW030130.1.1,,
242.869,7/1/2020,GW030130.1.1,,
243.052,8/1/2020,GW030130.1.1,,
243.086,9/1/2020,GW030130.1.1,,
243.023,10/1/2020,GW030130.1.1,,
243.006,11/1/2020,GW030130.1.1,,
243.043,12/1/2020,GW030130.1.1,,
243.227,1/1/2021,GW030130.1.1,,
243.162,2/1/2021,GW030130.1.1,,
243.303,3/1/2021,GW030130.1.1,,
243.373,4/1/2021,GW030130.1.1,,
243.34,5/1/2021,GW030130.1.1,,
243.387,6/1/2021,GW030130.1.1,,
243.529,7/1/2021,GW030130.1.1,,
243.457,8/1/2021,GW030130.1.1,,
243.433,9/1/2021,GW030130.1.1,,
243.4,10/1/2021,GW030130.1.1,,
243.52,11/1/2021,GW030130.1.1,,
243.809,12/1/2021,GW030130.1.1,,
243.575,1/1/2022,GW030130.1.1,,
243.485,2/1/2022,GW030130.1.1,,
243.437,3/1/2022,GW030130.1.1,,
243.421,4/1/2022,GW030130.1.1,,
243.433,5/1/2022,GW030130.1.1,,
236.663,4/1/2005,GW030130.1.2,,
236.787,5/1/2005,GW030130.1.2,,
236.855,6/1/2005,GW030130.1.2,,
236.993,7/1/2005,GW030130.1.2,,
237.196,8/1/2005,GW030130.1.2,,
237.404,9/1/2005,GW030130.1.2,,
237.546,10/1/2005,GW030130.1.2,,
237.7,11/1/2005,GW030130.1.2,,
237.824,12/1/2005,GW030130.1.2,,
237.739,1/1/2006,GW030130.1.2,,
237.425,2/1/2006,GW030130.1.2,,
237.325,3/1/2006,GW030130.1.2,,
237.512,4/1/2006,GW030130.1.2,,
237.688,5/1/2006,GW030130.1.2,,
237.787,6/1/2006,GW030130.1.2,,
237.793,7/1/2006,GW030130.1.2,,
237.8,8/1/2006,GW030130.1.2,,
237.801,9/1/2006,GW030130.1.2,,
237.586,10/1/2006,GW030130.1.2,,
237.318,11/1/2006,GW030130.1.2,,
237.122,12/1/2006,GW030130.1.2,,
236.807,1/1/2007,GW030130.1.2,,
236.483,2/1/2007,GW030130.1.2,,
236.25,3/1/2007,GW030130.1.2,,
236.2,4/1/2007,GW030130.1.2,,
236.312,5/1/2007,GW030130.1.2,,
236.436,6/1/2007,GW030130.1.2,,
236.458,7/1/2007,GW030130.1.2,,
236.494,8/1/2007,GW030130.1.2,,
236.453,9/1/2007,GW030130.1.2,,
236.264,10/1/2007,GW030130.1.2,,
236.073,11/1/2007,GW030130.1.2,,
236.069,12/1/2007,GW030130.1.2,,
235.958,1/1/2008,GW030130.1.2,,
235.781,2/1/2008,GW030130.1.2,,
235.884,3/1/2008,GW030130.1.2,,
235.988,4/1/2008,GW030130.1.2,,
236.05,5/1/2008,GW030130.1.2,,
236.003,6/1/2008,GW030130.1.2,,
236.022,7/1/2008,GW030130.1.2,,
236.03,8/1/2008,GW030130.1.2,,
236.003,9/1/2008,GW030130.1.2,,
236.001,10/1/2008,GW030130.1.2,,
236.015,11/1/2008,GW030130.1.2,,
236.02,12/1/2008,GW030130.1.2,,
235.988,1/1/2009,GW030130.1.2,,
235.703,2/1/2009,GW030130.1.2,,
235.612,3/1/2009,GW030130.1.2,,
235.73,4/1/2009,GW030130.1.2,,
235.789,5/1/2009,GW030130.1.2,,
235.832,6/1/2009,GW030130.1.2,,
235.825,7/1/2009,GW030130.1.2,,
235.848,8/1/2009,GW030130.1.2,,
235.816,9/1/2009,GW030130.1.2,,
235.733,10/1/2009,GW030130.1.2,,
235.615,11/1/2009,GW030130.1.2,,
235.465,12/1/2009,GW030130.1.2,,
235.43,1/1/2010,GW030130.1.2,,
235.365,2/1/2010,GW030130.1.2,,
235.489,3/1/2010,GW030130.1.2,,
235.706,4/1/2010,GW030130.1.2,,
235.87,5/1/2010,GW030130.1.2,,
235.982,6/1/2010,GW030130.1.2,,
236.046,7/1/2010,GW030130.1.2,,
236.177,8/1/2010,GW030130.1.2,,
236.399,9/1/2010,GW030130.1.2,,
236.675,10/1/2010,GW030130.1.2,,
236.978,11/1/2010,GW030130.1.2,,
237.281,12/1/2010,GW030130.1.2,,
237.479,1/1/2011,GW030130.1.2,,
237.38,2/1/2011,GW030130.1.2,,
237.238,3/1/2011,GW030130.1.2,,
237.466,4/1/2011,GW030130.1.2,,
237.681,5/1/2011,GW030130.1.2,,
237.78,6/1/2011,GW030130.1.2,,
237.75,7/1/2011,GW030130.1.2,,
237.815,8/1/2011,GW030130.1.2,,
237.837,9/1/2011,GW030130.1.2,,
237.763,10/1/2011,GW030130.1.2,,
237.662,11/1/2011,GW030130.1.2,,
237.772,12/1/2011,GW030130.1.2,,
238.018,1/1/2012,GW030130.1.2,,
238.304,2/1/2012,GW030130.1.2,,
238.543,3/1/2012,GW030130.1.2,,
238.692,4/1/2012,GW030130.1.2,,
238.776,5/1/2012,GW030130.1.2,,
238.844,6/1/2012,GW030130.1.2,,
238.887,7/1/2012,GW030130.1.2,,
238.954,8/1/2012,GW030130.1.2,,
238.914,9/1/2012,GW030130.1.2,,
238.716,10/1/2012,GW030130.1.2,,
238.536,11/1/2012,GW030130.1.2,,
238.314,12/1/2012,GW030130.1.2,,
237.978,1/1/2013,GW030130.1.2,,
237.887,2/1/2013,GW030130.1.2,,
238.167,3/1/2013,GW030130.1.2,,
238.388,4/1/2013,GW030130.1.2,,
238.523,5/1/2013,GW030130.1.2,,
238.62,6/1/2013,GW030130.1.2,,
238.68,7/1/2013,GW030130.1.2,,
238.699,8/1/2013,GW030130.1.2,,
238.612,9/1/2013,GW030130.1.2,,
238.354,10/1/2013,GW030130.1.2,,
237.962,11/1/2013,GW030130.1.2,,
237.912,12/1/2013,GW030130.1.2,,
237.474,1/1/2014,GW030130.1.2,,
237.047,2/1/2014,GW030130.1.2,,
236.862,3/1/2014,GW030130.1.2,,
237.215,4/1/2014,GW030130.1.2,,
237.589,5/1/2014,GW030130.1.2,,
237.904,6/1/2014,GW030130.1.2,,
238.153,7/1/2014,GW030130.1.2,,
238.293,8/1/2014,GW030130.1.2,,
238.308,9/1/2014,GW030130.1.2,,
238.23,10/1/2014,GW030130.1.2,,
237.853,11/1/2014,GW030130.1.2,,
237.439,12/1/2014,GW030130.1.2,,
237.043,1/1/2015,GW030130.1.2,,
236.793,2/1/2015,GW030130.1.2,,
236.692,3/1/2015,GW030130.1.2,,
237.042,4/1/2015,GW030130.1.2,,
237.298,5/1/2015,GW030130.1.2,,
237.44,6/1/2015,GW030130.1.2,,
237.504,7/1/2015,GW030130.1.2,,
237.528,8/1/2015,GW030130.1.2,,
237.485,9/1/2015,GW030130.1.2,,
237.056,10/1/2015,GW030130.1.2,,
236.728,11/1/2015,GW030130.1.2,,
236.686,12/1/2015,GW030130.1.2,,
236.085,1/1/2016,GW030130.1.2,,
235.708,2/1/2016,GW030130.1.2,,
235.499,3/1/2016,GW030130.1.2,,
235.997,4/1/2016,GW030130.1.2,,
236.354,5/1/2016,GW030130.1.2,,
236.552,6/1/2016,GW030130.1.2,,
236.78,7/1/2016,GW030130.1.2,,
237.102,8/1/2016,GW030130.1.2,,
237.392,9/1/2016,GW030130.1.2,,
237.301,10/1/2016,GW030130.1.2,,
237.217,11/1/2016,GW030130.1.2,,
236.893,12/1/2016,GW030130.1.2,,
236.326,1/1/2017,GW030130.1.2,,
235.582,2/1/2017,GW030130.1.2,,
235.213,3/1/2017,GW030130.1.2,,
235.626,4/1/2017,GW030130.1.2,,
236.322,5/1/2017,GW030130.1.2,,
236.88,6/1/2017,GW030130.1.2,,
237.329,7/1/2017,GW030130.1.2,,
237.749,8/1/2017,GW030130.1.2,,
237.896,9/1/2017,GW030130.1.2,,
237.639,10/1/2017,GW030130.1.2,,
237.723,11/1/2017,GW030130.1.2,,
237.582,12/1/2017,GW030130.1.2,,
236.759,1/1/2018,GW030130.1.2,,
236.023,2/1/2018,GW030130.1.2,,
235.905,3/1/2018,GW030130.1.2,,
236.455,4/1/2018,GW030130.1.2,,
236.787,5/1/2018,GW030130.1.2,,
236.94,6/1/2018,GW030130.1.2,,
236.997,7/1/2018,GW030130.1.2,,
236.981,8/1/2018,GW030130.1.2,,
236.528,9/1/2018,GW030130.1.2,,
236,10/1/2018,GW030130.1.2,,
235.563,11/1/2018,GW030130.1.2,,
235.709,12/1/2018,GW030130.1.2,,
235.243,1/1/2019,GW030130.1.2,,
234.797,2/1/2019,GW030130.1.2,,
235.044,3/1/2019,GW030130.1.2,,
235.575,4/1/2019,GW030130.1.2,,
235.957,5/1/2019,GW030130.1.2,,
236.148,6/1/2019,GW030130.1.2,,
236.265,7/1/2019,GW030130.1.2,,
236.309,8/1/2019,GW030130.1.2,,
236.084,9/1/2019,GW030130.1.2,,
235.561,10/1/2019,GW030130.1.2,,
235.016,11/1/2019,GW030130.1.2,,
234.694,12/1/2019,GW030130.1.2,,
234.663,1/1/2020,GW030130.1.2,,
234.89,2/1/2020,GW030130.1.2,,
235.64,3/1/2020,GW030130.1.2,,
236.185,4/1/2020,GW030130.1.2,,
236.501,5/1/2020,GW030130.1.2,,
236.652,6/1/2020,GW030130.1.2,,
236.741,7/1/2020,GW030130.1.2,,
236.808,8/1/2020,GW030130.1.2,,
236.751,9/1/2020,GW030130.1.2,,
236.302,10/1/2020,GW030130.1.2,,
236.319,11/1/2020,GW030130.1.2,,
236.053,12/1/2020,GW030130.1.2,,
236.082,1/1/2021,GW030130.1.2,,
235.969,2/1/2021,GW030130.1.2,,
236.27,3/1/2021,GW030130.1.2,,
236.912,4/1/2021,GW030130.1.2,,
237.293,5/1/2021,GW030130.1.2,,
237.538,6/1/2021,GW030130.1.2,,
237.75,7/1/2021,GW030130.1.2,,
237.92,8/1/2021,GW030130.1.2,,
238.04,9/1/2021,GW030130.1.2,,
237.844,10/1/2021,GW030130.1.2,,
237.974,11/1/2021,GW030130.1.2,,
238.483,12/1/2021,GW030130.1.2,,
238.612,1/1/2022,GW030130.1.2,,
238.342,2/1/2022,GW030130.1.2,,
238.474,3/1/2022,GW030130.1.2,,
238.627,4/1/2022,GW030130.1.2,,
238.719,5/1/2022,GW030130.1.2,,
244.387,10/1/2007,GW030131.1.1,,
244.313,11/1/2007,GW030131.1.1,,
244.298,12/1/2007,GW030131.1.1,,
244.35,1/1/2008,GW030131.1.1,,
244.381,2/1/2008,GW030131.1.1,,
244.477,3/1/2008,GW030131.1.1,,
244.398,4/1/2008,GW030131.1.1,,
244.302,5/1/2008,GW030131.1.1,,
244.234,6/1/2008,GW030131.1.1,,
244.168,7/1/2008,GW030131.1.1,,
244.106,8/1/2008,GW030131.1.1,,
244.058,9/1/2008,GW030131.1.1,,
244.041,10/1/2008,GW030131.1.1,,
244.051,11/1/2008,GW030131.1.1,,
244.047,12/1/2008,GW030131.1.1,,
244.107,1/1/2009,GW030131.1.1,,
244.115,2/1/2009,GW030131.1.1,,
244.105,3/1/2009,GW030131.1.1,,
244.109,4/1/2009,GW030131.1.1,,
244.099,5/1/2009,GW030131.1.1,,
244.139,6/1/2009,GW030131.1.1,,
244.143,7/1/2009,GW030131.1.1,,
244.248,8/1/2009,GW030131.1.1,,
244.3,9/1/2009,GW030131.1.1,,
244.287,10/1/2009,GW030131.1.1,,
244.322,11/1/2009,GW030131.1.1,,
244.325,12/1/2009,GW030131.1.1,,
244.341,1/1/2010,GW030131.1.1,,
244.317,2/1/2010,GW030131.1.1,,
244.483,3/1/2010,GW030131.1.1,,
244.593,4/1/2010,GW030131.1.1,,
244.575,5/1/2010,GW030131.1.1,,
244.553,6/1/2010,GW030131.1.1,,
244.531,7/1/2010,GW030131.1.1,,
244.607,8/1/2010,GW030131.1.1,,
244.834,9/1/2010,GW030131.1.1,,
244.974,10/1/2010,GW030131.1.1,,
245.096,11/1/2010,GW030131.1.1,,
245.237,12/1/2010,GW030131.1.1,,
245.284,1/1/2011,GW030131.1.1,,
245.281,2/1/2011,GW030131.1.1,,
245.278,3/1/2011,GW030131.1.1,,
245.296,4/1/2011,GW030131.1.1,,
245.309,5/1/2011,GW030131.1.1,,
245.318,6/1/2011,GW030131.1.1,,
245.329,7/1/2011,GW030131.1.1,,
245.328,8/1/2011,GW030131.1.1,,
245.326,9/1/2011,GW030131.1.1,,
245.31,10/1/2011,GW030131.1.1,,
245.3,11/1/2011,GW030131.1.1,,
245.551,12/1/2011,GW030131.1.1,,
245.664,1/1/2012,GW030131.1.1,,
246.023,2/1/2012,GW030131.1.1,,
246.049,3/1/2012,GW030131.1.1,,
246.02,4/1/2012,GW030131.1.1,,
245.999,5/1/2012,GW030131.1.1,,
245.978,6/1/2012,GW030131.1.1,,
245.957,7/1/2012,GW030131.1.1,,
245.964,8/1/2012,GW030131.1.1,,
245.881,9/1/2012,GW030131.1.1,,
245.833,10/1/2012,GW030131.1.1,,
245.776,11/1/2012,GW030131.1.1,,
245.813,12/1/2012,GW030131.1.1,,
245.833,1/1/2013,GW030131.1.1,,
245.917,2/1/2013,GW030131.1.1,,
245.961,3/1/2013,GW030131.1.1,,
245.943,4/1/2013,GW030131.1.1,,
245.902,5/1/2013,GW030131.1.1,,
245.88,6/1/2013,GW030131.1.1,,
245.865,7/1/2013,GW030131.1.1,,
245.863,8/1/2013,GW030131.1.1,,
245.839,9/1/2013,GW030131.1.1,,
245.801,10/1/2013,GW030131.1.1,,
245.781,11/1/2013,GW030131.1.1,,
245.755,12/1/2013,GW030131.1.1,,
245.69,1/1/2014,GW030131.1.1,,
245.614,2/1/2014,GW030131.1.1,,
245.567,3/1/2014,GW030131.1.1,,
245.792,4/1/2014,GW030131.1.1,,
245.815,5/1/2014,GW030131.1.1,,
245.826,6/1/2014,GW030131.1.1,,
245.799,7/1/2014,GW030131.1.1,,
245.761,8/1/2014,GW030131.1.1,,
245.739,9/1/2014,GW030131.1.1,,
245.713,10/1/2014,GW030131.1.1,,
245.672,11/1/2014,GW030131.1.1,,
245.6,12/1/2014,GW030131.1.1,,
245.522,1/1/2015,GW030131.1.1,,
245.457,2/1/2015,GW030131.1.1,,
245.382,3/1/2015,GW030131.1.1,,
245.352,4/1/2015,GW030131.1.1,,
245.366,5/1/2015,GW030131.1.1,,
245.335,6/1/2015,GW030131.1.1,,
245.308,7/1/2015,GW030131.1.1,,
245.262,8/1/2015,GW030131.1.1,,
245.21,9/1/2015,GW030131.1.1,,
245.153,10/1/2015,GW030131.1.1,,
245.096,11/1/2015,GW030131.1.1,,
245.016,12/1/2015,GW030131.1.1,,
244.941,1/1/2016,GW030131.1.1,,
244.852,2/1/2016,GW030131.1.1,,
244.765,3/1/2016,GW030131.1.1,,
244.679,4/1/2016,GW030131.1.1,,
244.605,5/1/2016,GW030131.1.1,,
244.555,6/1/2016,GW030131.1.1,,
244.792,7/1/2016,GW030131.1.1,,
245.02,8/1/2016,GW030131.1.1,,
245.329,9/1/2016,GW030131.1.1,,
245.468,10/1/2016,GW030131.1.1,,
245.519,11/1/2016,GW030131.1.1,,
245.537,12/1/2016,GW030131.1.1,,
245.534,1/1/2017,GW030131.1.1,,
245.529,2/1/2017,GW030131.1.1,,
245.53,3/1/2017,GW030131.1.1,,
245.497,4/1/2017,GW030131.1.1,,
245.506,5/1/2017,GW030131.1.1,,
245.503,6/1/2017,GW030131.1.1,,
245.501,7/1/2017,GW030131.1.1,,
245.485,8/1/2017,GW030131.1.1,,
245.469,9/1/2017,GW030131.1.1,,
245.432,10/1/2017,GW030131.1.1,,
245.373,11/1/2017,GW030131.1.1,,
245.337,12/1/2017,GW030131.1.1,,
245.236,1/1/2018,GW030131.1.1,,
245.118,2/1/2018,GW030131.1.1,,
244.999,3/1/2018,GW030131.1.1,,
244.876,4/1/2018,GW030131.1.1,,
244.765,5/1/2018,GW030131.1.1,,
244.665,6/1/2018,GW030131.1.1,,
244.577,7/1/2018,GW030131.1.1,,
244.486,8/1/2018,GW030131.1.1,,
244.399,9/1/2018,GW030131.1.1,,
244.317,10/1/2018,GW030131.1.1,,
244.231,11/1/2018,GW030131.1.1,,
244.141,12/1/2018,GW030131.1.1,,
244.054,1/1/2019,GW030131.1.1,,
243.973,2/1/2019,GW030131.1.1,,
243.896,3/1/2019,GW030131.1.1,,
243.926,4/1/2019,GW030131.1.1,,
243.973,5/1/2019,GW030131.1.1,,
243.961,6/1/2019,GW030131.1.1,,
243.884,7/1/2019,GW030131.1.1,,
243.802,8/1/2019,GW030131.1.1,,
243.72,9/1/2019,GW030131.1.1,,
243.641,10/1/2019,GW030131.1.1,,
243.559,11/1/2019,GW030131.1.1,,
243.467,12/1/2019,GW030131.1.1,,
243.372,1/1/2020,GW030131.1.1,,
243.463,2/1/2020,GW030131.1.1,,
243.796,3/1/2020,GW030131.1.1,,
243.985,4/1/2020,GW030131.1.1,,
244.113,5/1/2020,GW030131.1.1,,
244.181,6/1/2020,GW030131.1.1,,
244.279,7/1/2020,GW030131.1.1,,
244.383,8/1/2020,GW030131.1.1,,
244.453,9/1/2020,GW030131.1.1,,
244.517,10/1/2020,GW030131.1.1,,
244.561,11/1/2020,GW030131.1.1,,
244.607,12/1/2020,GW030131.1.1,,
244.715,1/1/2021,GW030131.1.1,,
244.755,2/1/2021,GW030131.1.1,,
244.896,3/1/2021,GW030131.1.1,,
245.042,4/1/2021,GW030131.1.1,,
245.057,5/1/2021,GW030131.1.1,,
245.126,6/1/2021,GW030131.1.1,,
245.264,7/1/2021,GW030131.1.1,,
245.284,8/1/2021,GW030131.1.1,,
245.287,9/1/2021,GW030131.1.1,,
245.313,10/1/2021,GW030131.1.1,,
245.365,11/1/2021,GW030131.1.1,,
245.646,12/1/2021,GW030131.1.1,,
245.671,1/1/2022,GW030131.1.1,,
245.643,2/1/2022,GW030131.1.1,,
245.62,3/1/2022,GW030131.1.1,,
245.583,4/1/2022,GW030131.1.1,,
245.587,5/1/2022,GW030131.1.1,,
366.258,11/1/2020,GW030136.1.1,,
366.693,12/1/2020,GW030136.1.1,,
367.377,1/1/2021,GW030136.1.1,,
