WL,Date,Borehole,,
131.859,7/1/2020,GW036224.1.1,,
131.881,8/1/2020,GW036224.1.1,,
131.932,9/1/2020,GW036224.1.1,,
132.004,10/1/2020,GW036224.1.1,,
131.976,11/1/2020,GW036224.1.1,,
131.964,12/1/2020,GW036224.1.1,,
131.963,1/1/2021,GW036224.1.1,,
131.912,2/1/2021,GW036224.1.1,,
131.92,3/1/2021,GW036224.1.1,,
131.963,4/1/2021,GW036224.1.1,,
132.021,5/1/2021,GW036224.1.1,,
132.091,6/1/2021,GW036224.1.1,,
132.158,7/1/2021,GW036224.1.1,,
132.199,8/1/2021,GW036224.1.1,,
132.256,9/1/2021,GW036224.1.1,,
132.321,10/1/2021,GW036224.1.1,,
132.373,11/1/2021,GW036224.1.1,,
132.391,12/1/2021,GW036224.1.1,,
132.295,1/1/2022,GW036224.1.1,,
132.131,2/1/2022,GW036224.1.1,,
131.964,3/1/2022,GW036224.1.1,,
131.882,4/1/2022,GW036224.1.1,,
131.971,5/1/2022,GW036224.1.1,,
132.913,2/1/2010,GW036249.2.2,,
133.065,3/1/2010,GW036249.2.2,,
133.169,4/1/2010,GW036249.2.2,,
133.198,5/1/2010,GW036249.2.2,,
133.206,6/1/2010,GW036249.2.2,,
133.195,7/1/2010,GW036249.2.2,,
133.193,8/1/2010,GW036249.2.2,,
133.153,9/1/2010,GW036249.2.2,,
133.192,10/1/2010,GW036249.2.2,,
133.229,11/1/2010,GW036249.2.2,,
133.397,12/1/2010,GW036249.2.2,,
133.338,1/1/2011,GW036249.2.2,,
133.231,2/1/2011,GW036249.2.2,,
132.992,3/1/2011,GW036249.2.2,,
132.881,4/1/2011,GW036249.2.2,,
132.844,5/1/2011,GW036249.2.2,,
132.931,6/1/2011,GW036249.2.2,,
133.095,7/1/2011,GW036249.2.2,,
133.182,8/1/2011,GW036249.2.2,,
133.138,9/1/2011,GW036249.2.2,,
133.068,10/1/2011,GW036249.2.2,,
133.134,11/1/2011,GW036249.2.2,,
133.278,12/1/2011,GW036249.2.2,,
133.285,1/1/2012,GW036249.2.2,,
133.373,2/1/2012,GW036249.2.2,,
133.334,3/1/2012,GW036249.2.2,,
133.331,4/1/2012,GW036249.2.2,,
133.367,5/1/2012,GW036249.2.2,,
133.44,6/1/2012,GW036249.2.2,,
133.458,7/1/2012,GW036249.2.2,,
133.459,8/1/2012,GW036249.2.2,,
133.436,9/1/2012,GW036249.2.2,,
133.374,10/1/2012,GW036249.2.2,,
133.292,11/1/2012,GW036249.2.2,,
133.198,12/1/2012,GW036249.2.2,,
133.09,1/1/2013,GW036249.2.2,,
132.992,2/1/2013,GW036249.2.2,,
133.037,3/1/2013,GW036249.2.2,,
133.145,4/1/2013,GW036249.2.2,,
133.242,5/1/2013,GW036249.2.2,,
133.288,6/1/2013,GW036249.2.2,,
133.284,7/1/2013,GW036249.2.2,,
133.238,8/1/2013,GW036249.2.2,,
132.722,9/1/2013,GW036249.2.2,,
132.298,10/1/2013,GW036249.2.2,,
132.093,11/1/2013,GW036249.2.2,,
132.029,12/1/2013,GW036249.2.2,,
132.042,1/1/2014,GW036249.2.2,,
132.056,2/1/2014,GW036249.2.2,,
132.209,3/1/2014,GW036249.2.2,,
132.587,4/1/2014,GW036249.2.2,,
132.821,5/1/2014,GW036249.2.2,,
132.961,6/1/2014,GW036249.2.2,,
133.023,7/1/2014,GW036249.2.2,,
133.091,8/1/2014,GW036249.2.2,,
133.05,9/1/2014,GW036249.2.2,,
132.624,10/1/2014,GW036249.2.2,,
131.86,11/1/2014,GW036249.2.2,,
131.498,12/1/2014,GW036249.2.2,,
131.252,1/1/2015,GW036249.2.2,,
131.035,2/1/2015,GW036249.2.2,,
131.15,3/1/2015,GW036249.2.2,,
131.879,4/1/2015,GW036249.2.2,,
132.36,5/1/2015,GW036249.2.2,,
132.624,6/1/2015,GW036249.2.2,,
132.295,7/1/2015,GW036249.2.2,,
131.845,8/1/2015,GW036249.2.2,,
131.985,9/1/2015,GW036249.2.2,,
131.963,10/1/2015,GW036249.2.2,,
131.723,11/1/2015,GW036249.2.2,,
131.661,12/1/2015,GW036249.2.2,,
131.528,1/1/2016,GW036249.2.2,,
131.704,2/1/2016,GW036249.2.2,,
132.109,3/1/2016,GW036249.2.2,,
132.406,4/1/2016,GW036249.2.2,,
132.66,5/1/2016,GW036249.2.2,,
132.897,6/1/2016,GW036249.2.2,,
132.989,7/1/2016,GW036249.2.2,,
133.041,8/1/2016,GW036249.2.2,,
133.134,9/1/2016,GW036249.2.2,,
133.126,10/1/2016,GW036249.2.2,,
133.124,11/1/2016,GW036249.2.2,,
133.108,12/1/2016,GW036249.2.2,,
133.012,1/1/2017,GW036249.2.2,,
132.905,2/1/2017,GW036249.2.2,,
132.877,3/1/2017,GW036249.2.2,,
132.929,4/1/2017,GW036249.2.2,,
133.021,5/1/2017,GW036249.2.2,,
133.106,6/1/2017,GW036249.2.2,,
132.928,7/1/2017,GW036249.2.2,,
132.487,8/1/2017,GW036249.2.2,,
132.219,9/1/2017,GW036249.2.2,,
131.795,10/1/2017,GW036249.2.2,,
131.436,11/1/2017,GW036249.2.2,,
131.41,12/1/2017,GW036249.2.2,,
131.337,1/1/2018,GW036249.2.2,,
131.147,2/1/2018,GW036249.2.2,,
131.358,3/1/2018,GW036249.2.2,,
131.991,4/1/2018,GW036249.2.2,,
132.384,5/1/2018,GW036249.2.2,,
132.615,6/1/2018,GW036249.2.2,,
132.763,7/1/2018,GW036249.2.2,,
132.587,8/1/2018,GW036249.2.2,,
131.871,9/1/2018,GW036249.2.2,,
131.435,10/1/2018,GW036249.2.2,,
131.196,11/1/2018,GW036249.2.2,,
131.332,12/1/2018,GW036249.2.2,,
131.28,1/1/2019,GW036249.2.2,,
131.032,2/1/2019,GW036249.2.2,,
130.998,3/1/2019,GW036249.2.2,,
131.578,4/1/2019,GW036249.2.2,,
131.977,5/1/2019,GW036249.2.2,,
132.253,6/1/2019,GW036249.2.2,,
132.264,7/1/2019,GW036249.2.2,,
131.734,8/1/2019,GW036249.2.2,,
131.316,9/1/2019,GW036249.2.2,,
131.029,10/1/2019,GW036249.2.2,,
130.891,11/1/2019,GW036249.2.2,,
130.806,12/1/2019,GW036249.2.2,,
130.687,1/1/2020,GW036249.2.2,,
130.759,2/1/2020,GW036249.2.2,,
131.387,3/1/2020,GW036249.2.2,,
131.958,4/1/2020,GW036249.2.2,,
132.264,5/1/2020,GW036249.2.2,,
132.447,6/1/2020,GW036249.2.2,,
132.582,7/1/2020,GW036249.2.2,,
132.675,8/1/2020,GW036249.2.2,,
132.636,9/1/2020,GW036249.2.2,,
132.217,10/1/2020,GW036249.2.2,,
132.039,11/1/2020,GW036249.2.2,,
131.926,12/1/2020,GW036249.2.2,,
131.752,1/1/2021,GW036249.2.2,,
131.511,2/1/2021,GW036249.2.2,,
131.605,3/1/2021,GW036249.2.2,,
132.088,4/1/2021,GW036249.2.2,,
132.381,5/1/2021,GW036249.2.2,,
132.573,6/1/2021,GW036249.2.2,,
132.701,7/1/2021,GW036249.2.2,,
132.731,8/1/2021,GW036249.2.2,,
132.753,9/1/2021,GW036249.2.2,,
132.769,10/1/2021,GW036249.2.2,,
132.817,11/1/2021,GW036249.2.2,,
132.874,12/1/2021,GW036249.2.2,,
132.884,1/1/2022,GW036249.2.2,,
132.883,2/1/2022,GW036249.2.2,,
132.641,3/1/2022,GW036249.2.2,,
132.834,4/1/2022,GW036249.2.2,,
132.884,5/1/2022,GW036249.2.2,,
125.871,2/1/2010,GW036255.2.2,,
125.969,3/1/2010,GW036255.2.2,,
126.03,4/1/2010,GW036255.2.2,,
126.094,5/1/2010,GW036255.2.2,,
126.025,6/1/2010,GW036255.2.2,,
125.735,7/1/2010,GW036255.2.2,,
125.967,8/1/2010,GW036255.2.2,,
126.125,9/1/2010,GW036255.2.2,,
126.239,10/1/2010,GW036255.2.2,,
126.361,11/1/2010,GW036255.2.2,,
126.587,12/1/2010,GW036255.2.2,,
126.167,1/1/2011,GW036255.2.2,,
125.223,2/1/2011,GW036255.2.2,,
124.725,3/1/2011,GW036255.2.2,,
124.984,4/1/2011,GW036255.2.2,,
125.373,5/1/2011,GW036255.2.2,,
125.662,6/1/2011,GW036255.2.2,,
125.624,7/1/2011,GW036255.2.2,,
125.904,8/1/2011,GW036255.2.2,,
126.126,9/1/2011,GW036255.2.2,,
126.322,10/1/2011,GW036255.2.2,,
126.253,11/1/2011,GW036255.2.2,,
126.352,12/1/2011,GW036255.2.2,,
126.051,1/1/2012,GW036255.2.2,,
126.055,2/1/2012,GW036255.2.2,,
125.937,3/1/2012,GW036255.2.2,,
125.745,4/1/2012,GW036255.2.2,,
125.911,5/1/2012,GW036255.2.2,,
126.086,6/1/2012,GW036255.2.2,,
126.219,7/1/2012,GW036255.2.2,,
126.32,8/1/2012,GW036255.2.2,,
126.367,9/1/2012,GW036255.2.2,,
125.765,10/1/2012,GW036255.2.2,,
125.473,11/1/2012,GW036255.2.2,,
124.882,12/1/2012,GW036255.2.2,,
124.121,1/1/2013,GW036255.2.2,,
124.152,2/1/2013,GW036255.2.2,,
124.682,3/1/2013,GW036255.2.2,,
124.966,4/1/2013,GW036255.2.2,,
125.235,5/1/2013,GW036255.2.2,,
125.473,6/1/2013,GW036255.2.2,,
125.283,7/1/2013,GW036255.2.2,,
125.549,8/1/2013,GW036255.2.2,,
125.629,9/1/2013,GW036255.2.2,,
125.093,10/1/2013,GW036255.2.2,,
124.221,11/1/2013,GW036255.2.2,,
123.407,12/1/2013,GW036255.2.2,,
122.591,1/1/2014,GW036255.2.2,,
122.659,2/1/2014,GW036255.2.2,,
122.735,3/1/2014,GW036255.2.2,,
123.132,4/1/2014,GW036255.2.2,,
123.586,5/1/2014,GW036255.2.2,,
123.969,6/1/2014,GW036255.2.2,,
123.946,7/1/2014,GW036255.2.2,,
123.689,8/1/2014,GW036255.2.2,,
123.835,9/1/2014,GW036255.2.2,,
122.999,10/1/2014,GW036255.2.2,,
122.969,11/1/2014,GW036255.2.2,,
122.957,12/1/2014,GW036255.2.2,,
122.823,1/1/2015,GW036255.2.2,,
122.812,2/1/2015,GW036255.2.2,,
122.684,3/1/2015,GW036255.2.2,,
122.739,4/1/2015,GW036255.2.2,,
123.088,5/1/2015,GW036255.2.2,,
123.402,6/1/2015,GW036255.2.2,,
123.298,7/1/2015,GW036255.2.2,,
123.555,8/1/2015,GW036255.2.2,,
123.403,9/1/2015,GW036255.2.2,,
123.082,10/1/2015,GW036255.2.2,,
123.31,11/1/2015,GW036255.2.2,,
123.18,12/1/2015,GW036255.2.2,,
123.087,1/1/2016,GW036255.2.2,,
123.316,2/1/2016,GW036255.2.2,,
123.551,3/1/2016,GW036255.2.2,,
123.837,4/1/2016,GW036255.2.2,,
124.126,5/1/2016,GW036255.2.2,,
124.399,6/1/2016,GW036255.2.2,,
124.484,7/1/2016,GW036255.2.2,,
124.583,8/1/2016,GW036255.2.2,,
124.829,9/1/2016,GW036255.2.2,,
124.968,10/1/2016,GW036255.2.2,,
125.088,11/1/2016,GW036255.2.2,,
125.175,12/1/2016,GW036255.2.2,,
125.097,1/1/2017,GW036255.2.2,,
124.755,2/1/2017,GW036255.2.2,,
124.59,3/1/2017,GW036255.2.2,,
124.586,4/1/2017,GW036255.2.2,,
124.682,5/1/2017,GW036255.2.2,,
124.836,6/1/2017,GW036255.2.2,,
125.027,7/1/2017,GW036255.2.2,,
125.196,8/1/2017,GW036255.2.2,,
125.328,9/1/2017,GW036255.2.2,,
125.451,10/1/2017,GW036255.2.2,,
125.45,11/1/2017,GW036255.2.2,,
125.363,12/1/2017,GW036255.2.2,,
125.198,1/1/2018,GW036255.2.2,,
125.042,2/1/2018,GW036255.2.2,,
124.894,3/1/2018,GW036255.2.2,,
124.815,4/1/2018,GW036255.2.2,,
124.838,5/1/2018,GW036255.2.2,,
124.92,6/1/2018,GW036255.2.2,,
125.029,7/1/2018,GW036255.2.2,,
125.126,8/1/2018,GW036255.2.2,,
125.073,9/1/2018,GW036255.2.2,,
124.459,10/1/2018,GW036255.2.2,,
124.292,11/1/2018,GW036255.2.2,,
123.982,12/1/2018,GW036255.2.2,,
122.982,1/1/2019,GW036255.2.2,,
122.039,2/1/2019,GW036255.2.2,,
121.789,3/1/2019,GW036255.2.2,,
122.423,4/1/2019,GW036255.2.2,,
122.981,5/1/2019,GW036255.2.2,,
123.406,6/1/2019,GW036255.2.2,,
123.753,7/1/2019,GW036255.2.2,,
124.061,8/1/2019,GW036255.2.2,,
124.221,9/1/2019,GW036255.2.2,,
123.787,10/1/2019,GW036255.2.2,,
123.641,11/1/2019,GW036255.2.2,,
123.801,12/1/2019,GW036255.2.2,,
123.331,1/1/2020,GW036255.2.2,,
123.591,2/1/2020,GW036255.2.2,,
123.925,3/1/2020,GW036255.2.2,,
124.025,4/1/2020,GW036255.2.2,,
124.338,5/1/2020,GW036255.2.2,,
124.58,6/1/2020,GW036255.2.2,,
124.792,7/1/2020,GW036255.2.2,,
124.985,8/1/2020,GW036255.2.2,,
125.11,9/1/2020,GW036255.2.2,,
124.981,10/1/2020,GW036255.2.2,,
124.888,11/1/2020,GW036255.2.2,,
124.606,12/1/2020,GW036255.2.2,,
124.111,1/1/2021,GW036255.2.2,,
123.398,2/1/2021,GW036255.2.2,,
123.39,3/1/2021,GW036255.2.2,,
123.759,4/1/2021,GW036255.2.2,,
124.04,5/1/2021,GW036255.2.2,,
124.241,6/1/2021,GW036255.2.2,,
124.281,7/1/2021,GW036255.2.2,,
124.277,8/1/2021,GW036255.2.2,,
124.386,9/1/2021,GW036255.2.2,,
124.58,10/1/2021,GW036255.2.2,,
124.562,11/1/2021,GW036255.2.2,,
124.586,12/1/2021,GW036255.2.2,,
124.223,1/1/2022,GW036255.2.2,,
123.935,2/1/2022,GW036255.2.2,,
123.559,3/1/2022,GW036255.2.2,,
123.696,4/1/2022,GW036255.2.2,,
123.915,5/1/2022,GW036255.2.2,,
119.676,3/1/2010,GW036320.1.3,,
120.652,4/1/2010,GW036320.1.3,,
121.251,5/1/2010,GW036320.1.3,,
121.683,6/1/2010,GW036320.1.3,,
121.988,7/1/2010,GW036320.1.3,,
122.284,8/1/2010,GW036320.1.3,,
122.463,9/1/2010,GW036320.1.3,,
122.616,10/1/2010,GW036320.1.3,,
122.793,11/1/2010,GW036320.1.3,,
122.996,12/1/2010,GW036320.1.3,,
122.632,1/1/2011,GW036320.1.3,,
122.608,2/1/2011,GW036320.1.3,,
122.835,3/1/2011,GW036320.1.3,,
122.929,4/1/2011,GW036320.1.3,,
123.007,5/1/2011,GW036320.1.3,,
123.119,6/1/2011,GW036320.1.3,,
123.202,7/1/2011,GW036320.1.3,,
123.258,8/1/2011,GW036320.1.3,,
122.124,9/1/2011,GW036320.1.3,,
117.485,10/1/2011,GW036320.1.3,,
115.475,11/1/2011,GW036320.1.3,,
117.458,12/1/2011,GW036320.1.3,,
120.233,1/1/2012,GW036320.1.3,,
121.353,2/1/2012,GW036320.1.3,,
121.901,3/1/2012,GW036320.1.3,,
122.25,4/1/2012,GW036320.1.3,,
122.545,5/1/2012,GW036320.1.3,,
122.826,6/1/2012,GW036320.1.3,,
123.01,7/1/2012,GW036320.1.3,,
123.145,8/1/2012,GW036320.1.3,,
123.216,9/1/2012,GW036320.1.3,,
122.971,10/1/2012,GW036320.1.3,,
118.512,11/1/2012,GW036320.1.3,,
118.097,12/1/2012,GW036320.1.3,,
118.59,1/1/2013,GW036320.1.3,,
118.57,2/1/2013,GW036320.1.3,,
118.533,3/1/2013,GW036320.1.3,,
119.541,4/1/2013,GW036320.1.3,,
121.169,5/1/2013,GW036320.1.3,,
121.923,6/1/2013,GW036320.1.3,,
122.362,7/1/2013,GW036320.1.3,,
122.665,8/1/2013,GW036320.1.3,,
122.879,9/1/2013,GW036320.1.3,,
122.179,10/1/2013,GW036320.1.3,,
120.291,11/1/2013,GW036320.1.3,,
119.487,12/1/2013,GW036320.1.3,,
118.873,1/1/2014,GW036320.1.3,,
117.594,2/1/2014,GW036320.1.3,,
116.555,3/1/2014,GW036320.1.3,,
117.434,4/1/2014,GW036320.1.3,,
119.676,5/1/2014,GW036320.1.3,,
120.723,6/1/2014,GW036320.1.3,,
121.312,7/1/2014,GW036320.1.3,,
121.676,8/1/2014,GW036320.1.3,,
119.341,9/1/2014,GW036320.1.3,,
119.333,10/1/2014,GW036320.1.3,,
119.127,11/1/2014,GW036320.1.3,,
117.713,12/1/2014,GW036320.1.3,,
116.343,1/1/2015,GW036320.1.3,,
116.638,2/1/2015,GW036320.1.3,,
117.64,3/1/2015,GW036320.1.3,,
116.809,4/1/2015,GW036320.1.3,,
116.51,5/1/2015,GW036320.1.3,,
116.122,6/1/2015,GW036320.1.3,,
115.747,7/1/2015,GW036320.1.3,,
115.738,8/1/2015,GW036320.1.3,,
116.723,9/1/2015,GW036320.1.3,,
117.461,10/1/2015,GW036320.1.3,,
119.252,11/1/2015,GW036320.1.3,,
120.313,12/1/2015,GW036320.1.3,,
120.958,1/1/2016,GW036320.1.3,,
121.384,2/1/2016,GW036320.1.3,,
121.521,3/1/2016,GW036320.1.3,,
120.262,4/1/2016,GW036320.1.3,,
119.713,5/1/2016,GW036320.1.3,,
120.053,6/1/2016,GW036320.1.3,,
121.325,7/1/2016,GW036320.1.3,,
121.895,8/1/2016,GW036320.1.3,,
122.298,9/1/2016,GW036320.1.3,,
122.504,10/1/2016,GW036320.1.3,,
122.627,11/1/2016,GW036320.1.3,,
122.748,12/1/2016,GW036320.1.3,,
122.826,1/1/2017,GW036320.1.3,,
122.874,2/1/2017,GW036320.1.3,,
122.896,3/1/2017,GW036320.1.3,,
122.9,4/1/2017,GW036320.1.3,,
122.942,5/1/2017,GW036320.1.3,,
123.044,6/1/2017,GW036320.1.3,,
123.14,7/1/2017,GW036320.1.3,,
123.206,8/1/2017,GW036320.1.3,,
122.748,9/1/2017,GW036320.1.3,,
122.354,10/1/2017,GW036320.1.3,,
121.166,11/1/2017,GW036320.1.3,,
119.735,12/1/2017,GW036320.1.3,,
116.341,1/1/2018,GW036320.1.3,,
114.91,2/1/2018,GW036320.1.3,,
114.276,3/1/2018,GW036320.1.3,,
113.804,4/1/2018,GW036320.1.3,,
113.451,5/1/2018,GW036320.1.3,,
113.225,6/1/2018,GW036320.1.3,,
113.194,7/1/2018,GW036320.1.3,,
113.288,8/1/2018,GW036320.1.3,,
113.885,9/1/2018,GW036320.1.3,,
113.983,10/1/2018,GW036320.1.3,,
114.522,11/1/2018,GW036320.1.3,,
116.251,12/1/2018,GW036320.1.3,,
115.258,1/1/2019,GW036320.1.3,,
115.325,2/1/2019,GW036320.1.3,,
114.681,3/1/2019,GW036320.1.3,,
114.257,4/1/2019,GW036320.1.3,,
116.787,5/1/2019,GW036320.1.3,,
118.858,6/1/2019,GW036320.1.3,,
119.952,7/1/2019,GW036320.1.3,,
120.244,8/1/2019,GW036320.1.3,,
116.954,9/1/2019,GW036320.1.3,,
115.121,10/1/2019,GW036320.1.3,,
113.775,11/1/2019,GW036320.1.3,,
113.431,12/1/2019,GW036320.1.3,,
111.601,1/1/2020,GW036320.1.3,,
112.639,2/1/2020,GW036320.1.3,,
116.813,3/1/2020,GW036320.1.3,,
118.759,4/1/2020,GW036320.1.3,,
119.859,5/1/2020,GW036320.1.3,,
120.575,6/1/2020,GW036320.1.3,,
121.109,7/1/2020,GW036320.1.3,,
121.514,8/1/2020,GW036320.1.3,,
121.78,9/1/2020,GW036320.1.3,,
120.073,10/1/2020,GW036320.1.3,,
116.165,11/1/2020,GW036320.1.3,,
114.367,12/1/2020,GW036320.1.3,,
113.572,1/1/2021,GW036320.1.3,,
114.239,2/1/2021,GW036320.1.3,,
117.706,3/1/2021,GW036320.1.3,,
119.372,4/1/2021,GW036320.1.3,,
120.287,5/1/2021,GW036320.1.3,,
120.891,6/1/2021,GW036320.1.3,,
121.268,7/1/2021,GW036320.1.3,,
121.508,8/1/2021,GW036320.1.3,,
121.715,9/1/2021,GW036320.1.3,,
121.976,10/1/2021,GW036320.1.3,,
122.089,11/1/2021,GW036320.1.3,,
122.08,12/1/2021,GW036320.1.3,,
122.003,1/1/2022,GW036320.1.3,,
122.199,2/1/2022,GW036320.1.3,,
122.39,3/1/2022,GW036320.1.3,,
122.491,4/1/2022,GW036320.1.3,,
122.581,5/1/2022,GW036320.1.3,,
341.98,10/1/2013,GW036334.1.1,,
341.658,11/1/2013,GW036334.1.1,,
342.007,12/1/2013,GW036334.1.1,,
340.313,1/1/2014,GW036334.1.1,,
339.389,2/1/2014,GW036334.1.1,,
340.722,3/1/2014,GW036334.1.1,,
341.347,4/1/2014,GW036334.1.1,,
341.64,5/1/2014,GW036334.1.1,,
341.862,6/1/2014,GW036334.1.1,,
342.055,7/1/2014,GW036334.1.1,,
342.127,8/1/2014,GW036334.1.1,,
341.487,9/1/2014,GW036334.1.1,,
340.616,10/1/2014,GW036334.1.1,,
339.661,11/1/2014,GW036334.1.1,,
340.214,12/1/2014,GW036334.1.1,,
339.955,1/1/2015,GW036334.1.1,,
338.88,2/1/2015,GW036334.1.1,,
338.044,3/1/2015,GW036334.1.1,,
339.44,4/1/2015,GW036334.1.1,,
340.093,5/1/2015,GW036334.1.1,,
340.427,6/1/2015,GW036334.1.1,,
340.513,7/1/2015,GW036334.1.1,,
340.771,8/1/2015,GW036334.1.1,,
340.345,9/1/2015,GW036334.1.1,,
338.776,10/1/2015,GW036334.1.1,,
339.184,11/1/2015,GW036334.1.1,,
338.834,12/1/2015,GW036334.1.1,,
338.352,1/1/2016,GW036334.1.1,,
338.477,2/1/2016,GW036334.1.1,,
337.851,3/1/2016,GW036334.1.1,,
338.651,4/1/2016,GW036334.1.1,,
339.234,5/1/2016,GW036334.1.1,,
339.566,6/1/2016,GW036334.1.1,,
339.781,7/1/2016,GW036334.1.1,,
339.959,8/1/2016,GW036334.1.1,,
340.169,9/1/2016,GW036334.1.1,,
340.326,10/1/2016,GW036334.1.1,,
340.435,11/1/2016,GW036334.1.1,,
339.437,12/1/2016,GW036334.1.1,,
337.954,1/1/2017,GW036334.1.1,,
336.761,2/1/2017,GW036334.1.1,,
337.011,3/1/2017,GW036334.1.1,,
338.332,4/1/2017,GW036334.1.1,,
338.971,5/1/2017,GW036334.1.1,,
339.247,6/1/2017,GW036334.1.1,,
339.381,7/1/2017,GW036334.1.1,,
339.085,8/1/2017,GW036334.1.1,,
338.312,9/1/2017,GW036334.1.1,,
337.623,10/1/2017,GW036334.1.1,,
338.006,11/1/2017,GW036334.1.1,,
338.123,12/1/2017,GW036334.1.1,,
337.021,1/1/2018,GW036334.1.1,,
335.077,2/1/2018,GW036334.1.1,,
335.326,3/1/2018,GW036334.1.1,,
336.888,4/1/2018,GW036334.1.1,,
337.503,5/1/2018,GW036334.1.1,,
337.694,6/1/2018,GW036334.1.1,,
336.718,7/1/2018,GW036334.1.1,,
336.754,8/1/2018,GW036334.1.1,,
336.346,9/1/2018,GW036334.1.1,,
335.067,10/1/2018,GW036334.1.1,,
335.77,11/1/2018,GW036334.1.1,,
336.102,12/1/2018,GW036334.1.1,,
334.873,1/1/2019,GW036334.1.1,,
334.893,2/1/2019,GW036334.1.1,,
335.166,3/1/2019,GW036334.1.1,,
335.87,4/1/2019,GW036334.1.1,,
336.364,5/1/2019,GW036334.1.1,,
336.691,6/1/2019,GW036334.1.1,,
336.633,7/1/2019,GW036334.1.1,,
336.467,8/1/2019,GW036334.1.1,,
335.694,9/1/2019,GW036334.1.1,,
334.069,10/1/2019,GW036334.1.1,,
334.391,11/1/2019,GW036334.1.1,,
334.505,12/1/2019,GW036334.1.1,,
333.64,1/1/2020,GW036334.1.1,,
333.595,2/1/2020,GW036334.1.1,,
334.538,3/1/2020,GW036334.1.1,,
335.273,4/1/2020,GW036334.1.1,,
335.702,5/1/2020,GW036334.1.1,,
336.041,6/1/2020,GW036334.1.1,,
336.146,7/1/2020,GW036334.1.1,,
336.517,8/1/2020,GW036334.1.1,,
336.24,9/1/2020,GW036334.1.1,,
335.325,10/1/2020,GW036334.1.1,,
335.73,11/1/2020,GW036334.1.1,,
335.372,12/1/2020,GW036334.1.1,,
335.674,1/1/2021,GW036334.1.1,,
334.114,2/1/2021,GW036334.1.1,,
334.286,3/1/2021,GW036334.1.1,,
335.304,4/1/2021,GW036334.1.1,,
335.833,5/1/2021,GW036334.1.1,,
336.232,6/1/2021,GW036334.1.1,,
336.562,7/1/2021,GW036334.1.1,,
336.618,8/1/2021,GW036334.1.1,,
336.465,9/1/2021,GW036334.1.1,,
336.843,10/1/2021,GW036334.1.1,,
336.87,11/1/2021,GW036334.1.1,,
337.313,12/1/2021,GW036334.1.1,,
336.833,1/1/2022,GW036334.1.1,,
335.208,2/1/2022,GW036334.1.1,,
336.072,3/1/2022,GW036334.1.1,,
337.021,4/1/2022,GW036334.1.1,,
337.584,5/1/2022,GW036334.1.1,,
334.404,10/1/2013,GW036384.1.1,,
333.867,11/1/2013,GW036384.1.1,,
334.268,12/1/2013,GW036384.1.1,,
333.46,1/1/2014,GW036384.1.1,,
332.34,2/1/2014,GW036384.1.1,,
332.906,3/1/2014,GW036384.1.1,,
333.705,4/1/2014,GW036384.1.1,,
334.08,5/1/2014,GW036384.1.1,,
334.33,6/1/2014,GW036384.1.1,,
334.409,7/1/2014,GW036384.1.1,,
334.386,8/1/2014,GW036384.1.1,,
334.273,9/1/2014,GW036384.1.1,,
333.364,10/1/2014,GW036384.1.1,,
333.039,11/1/2014,GW036384.1.1,,
333.235,12/1/2014,GW036384.1.1,,
333.118,1/1/2015,GW036384.1.1,,
332.514,2/1/2015,GW036384.1.1,,
337.32,3/1/2015,GW036384.1.1,,
344.138,4/1/2015,GW036384.1.1,,
344.345,5/1/2015,GW036384.1.1,,
344.679,6/1/2015,GW036384.1.1,,
345.01,7/1/2015,GW036384.1.1,,
345.185,8/1/2015,GW036384.1.1,,
345.026,9/1/2015,GW036384.1.1,,
344.365,10/1/2015,GW036384.1.1,,
344.079,11/1/2015,GW036384.1.1,,
343.878,12/1/2015,GW036384.1.1,,
343.831,1/1/2016,GW036384.1.1,,
344.014,2/1/2016,GW036384.1.1,,
337.32,3/1/2016,GW036384.1.1,,
337.32,4/1/2016,GW036384.1.1,,
343.892,5/1/2016,GW036384.1.1,,
344.497,6/1/2016,GW036384.1.1,,
344.972,7/1/2016,GW036384.1.1,,
344.352,8/1/2016,GW036384.1.1,,
344.699,9/1/2016,GW036384.1.1,,
344.659,10/1/2016,GW036384.1.1,,
344.555,11/1/2016,GW036384.1.1,,
344.313,12/1/2016,GW036384.1.1,,
343.953,1/1/2017,GW036384.1.1,,
343.409,2/1/2017,GW036384.1.1,,
343.11,3/1/2017,GW036384.1.1,,
343.267,4/1/2017,GW036384.1.1,,
343.296,5/1/2017,GW036384.1.1,,
343.369,6/1/2017,GW036384.1.1,,
343.429,7/1/2017,GW036384.1.1,,
343.428,8/1/2017,GW036384.1.1,,
343.324,9/1/2017,GW036384.1.1,,
343.337,10/1/2017,GW036384.1.1,,
343.405,11/1/2017,GW036384.1.1,,
343.458,12/1/2017,GW036384.1.1,,
343.212,1/1/2018,GW036384.1.1,,
342.759,2/1/2018,GW036384.1.1,,
342.528,3/1/2018,GW036384.1.1,,
342.514,4/1/2018,GW036384.1.1,,
342.517,5/1/2018,GW036384.1.1,,
342.53,6/1/2018,GW036384.1.1,,
342.547,7/1/2018,GW036384.1.1,,
342.1,8/1/2018,GW036384.1.1,,
335.294,9/1/2018,GW036384.1.1,,
335.132,10/1/2018,GW036384.1.1,,
335.18,11/1/2018,GW036384.1.1,,
335.236,12/1/2018,GW036384.1.1,,
333.814,1/1/2019,GW036384.1.1,,
327.952,2/1/2019,GW036384.1.1,,
