WL,Date,Borehole,No of Covariates,,,,,,,
410.363,7/1/2017,GW093037.1.1,2,,,,,,,
410.355,8/1/2017,GW093037.1.1,2,,,,,,,
410.264,9/1/2017,GW093037.1.1,2,,,,,,,
410.225,10/1/2017,GW093037.1.1,2,,,,,,,
410.193,11/1/2017,GW093037.1.1,2,,,,,,,
410.163,12/1/2017,GW093037.1.1,2,,,,,,,
410.047,1/1/2018,GW093037.1.1,2,,,,,,,
409.884,2/1/2018,GW093037.1.1,2,,,,,,,
409.743,3/1/2018,GW093037.1.1,2,,,,,,,
409.65,4/1/2018,GW093037.1.1,2,,,,,,,
409.586,5/1/2018,GW093037.1.1,2,,,,,,,
409.55,6/1/2018,GW093037.1.1,2,,,,,,,
409.532,7/1/2018,GW093037.1.1,2,,,,,,,
409.517,8/1/2018,GW093037.1.1,2,,,,,,,
409.505,9/1/2018,GW093037.1.1,2,,,,,,,
409.489,10/1/2018,GW093037.1.1,2,,,,,,,
409.467,11/1/2018,GW093037.1.1,2,,,,,,,
409.463,12/1/2018,GW093037.1.1,2,,,,,,,
409.659,1/1/2019,GW093037.1.1,2,,,,,,,
409.778,2/1/2019,GW093037.1.1,2,,,,,,,
409.752,3/1/2019,GW093037.1.1,2,,,,,,,
409.665,4/1/2019,GW093037.1.1,2,,,,,,,
409.58,5/1/2019,GW093037.1.1,2,,,,,,,
409.538,6/1/2019,GW093037.1.1,2,,,,,,,
409.501,7/1/2019,GW093037.1.1,2,,,,,,,
409.461,8/1/2019,GW093037.1.1,2,,,,,,,
409.44,9/1/2019,GW093037.1.1,2,,,,,,,
409.41,10/1/2019,GW093037.1.1,2,,,,,,,
409.378,11/1/2019,GW093037.1.1,2,,,,,,,
409.344,12/1/2019,GW093037.1.1,2,,,,,,,
409.366,1/1/2020,GW093037.1.1,2,,,,,,,
409.814,2/1/2020,GW093037.1.1,2,,,,,,,
410.177,3/1/2020,GW093037.1.1,2,,,,,,,
410.251,4/1/2020,GW093037.1.1,2,,,,,,,
410.261,5/1/2020,GW093037.1.1,2,,,,,,,
410.273,6/1/2020,GW093037.1.1,2,,,,,,,
410.324,7/1/2020,GW093037.1.1,2,,,,,,,
410.527,8/1/2020,GW093037.1.1,2,,,,,,,
410.505,9/1/2020,GW093037.1.1,2,,,,,,,
410.401,10/1/2020,GW093037.1.1,2,,,,,,,
410.37,11/1/2020,GW093037.1.1,2,,,,,,,
410.406,12/1/2020,GW093037.1.1,2,,,,,,,
411.307,1/1/2021,GW093037.1.1,2,,,,,,,
411.101,2/1/2021,GW093037.1.1,2,,,,,,,
410.921,3/1/2021,GW093037.1.1,2,,,,,,,
411.073,4/1/2021,GW093037.1.1,2,,,,,,,
410.887,5/1/2021,GW093037.1.1,2,,,,,,,
410.904,6/1/2021,GW093037.1.1,2,,,,,,,
411.14,7/1/2021,GW093037.1.1,2,,,,,,,
411.255,8/1/2021,GW093037.1.1,2,,,,,,,
411.213,9/1/2021,GW093037.1.1,2,,,,,,,
411.058,10/1/2021,GW093037.1.1,2,,,,,,,
411.172,11/1/2021,GW093037.1.1,2,,,,,,,
411.784,12/1/2021,GW093037.1.1,2,,,,,,,
411.506,1/1/2022,GW093037.1.1,2,,,,,,,
411.236,2/1/2022,GW093037.1.1,2,,,,,,,
411.108,3/1/2022,GW093037.1.1,2,,,,,,,
411.022,4/1/2022,GW093037.1.1,2,,,,,,,
410.898,5/1/2022,GW093037.1.1,2,,,,,,,
410.075,1/1/2003,GW093038.1.1,1,,,,,,,
410.04,2/1/2003,GW093038.1.1,1,,,,,,,
410.105,3/1/2003,GW093038.1.1,1,,,,,,,
410.154,4/1/2003,GW093038.1.1,1,,,,,,,
410.189,5/1/2003,GW093038.1.1,1,,,,,,,
410.207,6/1/2003,GW093038.1.1,1,,,,,,,
410.218,7/1/2003,GW093038.1.1,1,,,,,,,
410.274,8/1/2003,GW093038.1.1,1,,,,,,,
410.365,9/1/2003,GW093038.1.1,1,,,,,,,
410.4,10/1/2003,GW093038.1.1,1,,,,,,,
410.362,11/1/2003,GW093038.1.1,1,,,,,,,
410.346,12/1/2003,GW093038.1.1,1,,,,,,,
410.734,1/1/2004,GW093038.1.1,1,,,,,,,
410.954,2/1/2004,GW093038.1.1,1,,,,,,,
410.726,3/1/2004,GW093038.1.1,1,,,,,,,
410.582,4/1/2004,GW093038.1.1,1,,,,,,,
,5/1/2004,GW093038.1.1,1,,,,,,,
,6/1/2004,GW093038.1.1,1,,,,,,,
,7/1/2004,GW093038.1.1,1,,,,,,,
,8/1/2004,GW093038.1.1,1,,,,,,,
,9/1/2004,GW093038.1.1,1,,,,,,,
,10/1/2004,GW093038.1.1,1,,,,,,,
,11/1/2004,GW093038.1.1,1,,,,,,,
,12/1/2004,GW093038.1.1,1,,,,,,,
,1/1/2005,GW093038.1.1,1,,,,,,,
,2/1/2005,GW093038.1.1,1,,,,,,,
,3/1/2005,GW093038.1.1,1,,,,,,,
,4/1/2005,GW093038.1.1,1,,,,,,,
,5/1/2005,GW093038.1.1,1,,,,,,,
,6/1/2005,GW093038.1.1,1,,,,,,,
,7/1/2005,GW093038.1.1,1,,,,,,,
,8/1/2005,GW093038.1.1,1,,,,,,,
,9/1/2005,GW093038.1.1,1,,,,,,,
,10/1/2005,GW093038.1.1,1,,,,,,,
,11/1/2005,GW093038.1.1,1,,,,,,,
,12/1/2005,GW093038.1.1,1,,,,,,,
,1/1/2006,GW093038.1.1,1,,,,,,,
,2/1/2006,GW093038.1.1,1,,,,,,,
,3/1/2006,GW093038.1.1,1,,,,,,,
,4/1/2006,GW093038.1.1,1,,,,,,,
,5/1/2006,GW093038.1.1,1,,,,,,,
,6/1/2006,GW093038.1.1,1,,,,,,,
,7/1/2006,GW093038.1.1,1,,,,,,,
,8/1/2006,GW093038.1.1,1,,,,,,,
,9/1/2006,GW093038.1.1,1,,,,,,,
,10/1/2006,GW093038.1.1,1,,,,,,,
,11/1/2006,GW093038.1.1,1,,,,,,,
,12/1/2006,GW093038.1.1,1,,,,,,,
,1/1/2007,GW093038.1.1,1,,,,,,,
,2/1/2007,GW093038.1.1,1,,,,,,,
,3/1/2007,GW093038.1.1,1,,,,,,,
,4/1/2007,GW093038.1.1,1,,,,,,,
,5/1/2007,GW093038.1.1,1,,,,,,,
,6/1/2007,GW093038.1.1,1,,,,,,,
,7/1/2007,GW093038.1.1,1,,,,,,,
,8/1/2007,GW093038.1.1,1,,,,,,,
,9/1/2007,GW093038.1.1,1,,,,,,,
,10/1/2007,GW093038.1.1,1,,,,,,,
,11/1/2007,GW093038.1.1,1,,,,,,,
,12/1/2007,GW093038.1.1,1,,,,,,,
,1/1/2008,GW093038.1.1,1,,,,,,,
,2/1/2008,GW093038.1.1,1,,,,,,,
,3/1/2008,GW093038.1.1,1,,,,,,,
,4/1/2008,GW093038.1.1,1,,,,,,,
,5/1/2008,GW093038.1.1,1,,,,,,,
,6/1/2008,GW093038.1.1,1,,,,,,,
,7/1/2008,GW093038.1.1,1,,,,,,,
,8/1/2008,GW093038.1.1,1,,,,,,,
,9/1/2008,GW093038.1.1,1,,,,,,,
,10/1/2008,GW093038.1.1,1,,,,,,,
,11/1/2008,GW093038.1.1,1,,,,,,,
,12/1/2008,GW093038.1.1,1,,,,,,,
,1/1/2009,GW093038.1.1,1,,,,,,,
,2/1/2009,GW093038.1.1,1,,,,,,,
,3/1/2009,GW093038.1.1,1,,,,,,,
,4/1/2009,GW093038.1.1,1,,,,,,,
,5/1/2009,GW093038.1.1,1,,,,,,,
,6/1/2009,GW093038.1.1,1,,,,,,,
,7/1/2009,GW093038.1.1,1,,,,,,,
,8/1/2009,GW093038.1.1,1,,,,,,,
,9/1/2009,GW093038.1.1,1,,,,,,,
,10/1/2009,GW093038.1.1,1,,,,,,,
,11/1/2009,GW093038.1.1,1,,,,,,,
,12/1/2009,GW093038.1.1,1,,,,,,,
,1/1/2010,GW093038.1.1,1,,,,,,,
,2/1/2010,GW093038.1.1,1,,,,,,,
,3/1/2010,GW093038.1.1,1,,,,,,,
,4/1/2010,GW093038.1.1,1,,,,,,,
,5/1/2010,GW093038.1.1,1,,,,,,,
,6/1/2010,GW093038.1.1,1,,,,,,,
,7/1/2010,GW093038.1.1,1,,,,,,,
,8/1/2010,GW093038.1.1,1,,,,,,,
,9/1/2010,GW093038.1.1,1,,,,,,,
,10/1/2010,GW093038.1.1,1,,,,,,,
,11/1/2010,GW093038.1.1,1,,,,,,,
,12/1/2010,GW093038.1.1,1,,,,,,,
,1/1/2011,GW093038.1.1,1,,,,,,,
,2/1/2011,GW093038.1.1,1,,,,,,,
,3/1/2011,GW093038.1.1,1,,,,,,,
,4/1/2011,GW093038.1.1,1,,,,,,,
,5/1/2011,GW093038.1.1,1,,,,,,,
,6/1/2011,GW093038.1.1,1,,,,,,,
,7/1/2011,GW093038.1.1,1,,,,,,,
,8/1/2011,GW093038.1.1,1,,,,,,,
,9/1/2011,GW093038.1.1,1,,,,,,,
,10/1/2011,GW093038.1.1,1,,,,,,,
,11/1/2011,GW093038.1.1,1,,,,,,,
,12/1/2011,GW093038.1.1,1,,,,,,,
,1/1/2012,GW093038.1.1,1,,,,,,,
,2/1/2012,GW093038.1.1,1,,,,,,,
,3/1/2012,GW093038.1.1,1,,,,,,,
,4/1/2012,GW093038.1.1,1,,,,,,,
,5/1/2012,GW093038.1.1,1,,,,,,,
,6/1/2012,GW093038.1.1,1,,,,,,,
,7/1/2012,GW093038.1.1,1,,,,,,,
,8/1/2012,GW093038.1.1,1,,,,,,,
,9/1/2012,GW093038.1.1,1,,,,,,,
,10/1/2012,GW093038.1.1,1,,,,,,,
,11/1/2012,GW093038.1.1,1,,,,,,,
,12/1/2012,GW093038.1.1,1,,,,,,,
,1/1/2013,GW093038.1.1,1,,,,,,,
,2/1/2013,GW093038.1.1,1,,,,,,,
,3/1/2013,GW093038.1.1,1,,,,,,,
,4/1/2013,GW093038.1.1,1,,,,,,,
,5/1/2013,GW093038.1.1,1,,,,,,,
,6/1/2013,GW093038.1.1,1,,,,,,,
,7/1/2013,GW093038.1.1,1,,,,,,,
,8/1/2013,GW093038.1.1,1,,,,,,,
,9/1/2013,GW093038.1.1,1,,,,,,,
,10/1/2013,GW093038.1.1,1,,,,,,,
,11/1/2013,GW093038.1.1,1,,,,,,,
,12/1/2013,GW093038.1.1,1,,,,,,,
,1/1/2014,GW093038.1.1,1,,,,,,,
,2/1/2014,GW093038.1.1,1,,,,,,,
,3/1/2014,GW093038.1.1,1,,,,,,,
,4/1/2014,GW093038.1.1,1,,,,,,,
,5/1/2014,GW093038.1.1,1,,,,,,,
,6/1/2014,GW093038.1.1,1,,,,,,,
,7/1/2014,GW093038.1.1,1,,,,,,,
,8/1/2014,GW093038.1.1,1,,,,,,,
,9/1/2014,GW093038.1.1,1,,,,,,,
,10/1/2014,GW093038.1.1,1,,,,,,,
,11/1/2014,GW093038.1.1,1,,,,,,,
,12/1/2014,GW093038.1.1,1,,,,,,,
,1/1/2015,GW093038.1.1,1,,,,,,,
,2/1/2015,GW093038.1.1,1,,,,,,,
,3/1/2015,GW093038.1.1,1,,,,,,,
,4/1/2015,GW093038.1.1,1,,,,,,,
,5/1/2015,GW093038.1.1,1,,,,,,,
,6/1/2015,GW093038.1.1,1,,,,,,,
,7/1/2015,GW093038.1.1,1,,,,,,,
,8/1/2015,GW093038.1.1,1,,,,,,,
,9/1/2015,GW093038.1.1,1,,,,,,,
,10/1/2015,GW093038.1.1,1,,,,,,,
,11/1/2015,GW093038.1.1,1,,,,,,,
,12/1/2015,GW093038.1.1,1,,,,,,,
,1/1/2016,GW093038.1.1,1,,,,,,,
,2/1/2016,GW093038.1.1,1,,,,,,,
,3/1/2016,GW093038.1.1,1,,,,,,,
,4/1/2016,GW093038.1.1,1,,,,,,,
,5/1/2016,GW093038.1.1,1,,,,,,,
,6/1/2016,GW093038.1.1,1,,,,,,,
,7/1/2016,GW093038.1.1,1,,,,,,,
,8/1/2016,GW093038.1.1,1,,,,,,,
,9/1/2016,GW093038.1.1,1,,,,,,,
,10/1/2016,GW093038.1.1,1,,,,,,,
,11/1/2016,GW093038.1.1,1,,,,,,,
,12/1/2016,GW093038.1.1,1,,,,,,,
,1/1/2017,GW093038.1.1,1,,,,,,,
,2/1/2017,GW093038.1.1,1,,,,,,,
,3/1/2017,GW093038.1.1,1,,,,,,,
,4/1/2017,GW093038.1.1,1,,,,,,,
,5/1/2017,GW093038.1.1,1,,,,,,,
,6/1/2017,GW093038.1.1,1,,,,,,,
,7/1/2017,GW093038.1.1,1,,,,,,,
,8/1/2017,GW093038.1.1,1,,,,,,,
,9/1/2017,GW093038.1.1,1,,,,,,,
,10/1/2017,GW093038.1.1,1,,,,,,,
,11/1/2017,GW093038.1.1,1,,,,,,,
,12/1/2017,GW093038.1.1,1,,,,,,,
,1/1/2018,GW093038.1.1,1,,,,,,,
,2/1/2018,GW093038.1.1,1,,,,,,,
,3/1/2018,GW093038.1.1,1,,,,,,,
,4/1/2018,GW093038.1.1,1,,,,,,,
,5/1/2018,GW093038.1.1,1,,,,,,,
,6/1/2018,GW093038.1.1,1,,,,,,,
,7/1/2018,GW093038.1.1,1,,,,,,,
,8/1/2018,GW093038.1.1,1,,,,,,,
,9/1/2018,GW093038.1.1,1,,,,,,,
,10/1/2018,GW093038.1.1,1,,,,,,,
,11/1/2018,GW093038.1.1,1,,,,,,,
,12/1/2018,GW093038.1.1,1,,,,,,,
,1/1/2019,GW093038.1.1,1,,,,,,,
,2/1/2019,GW093038.1.1,1,,,,,,,
,3/1/2019,GW093038.1.1,1,,,,,,,
,4/1/2019,GW093038.1.1,1,,,,,,,
,5/1/2019,GW093038.1.1,1,,,,,,,
,6/1/2019,GW093038.1.1,1,,,,,,,
,7/1/2019,GW093038.1.1,1,,,,,,,
,8/1/2019,GW093038.1.1,1,,,,,,,
,9/1/2019,GW093038.1.1,1,,,,,,,
,10/1/2019,GW093038.1.1,1,,,,,,,
,11/1/2019,GW093038.1.1,1,,,,,,,
,12/1/2019,GW093038.1.1,1,,,,,,,
,1/1/2020,GW093038.1.1,1,,,,,,,
,2/1/2020,GW093038.1.1,1,,,,,,,
,3/1/2020,GW093038.1.1,1,,,,,,,
,4/1/2020,GW093038.1.1,1,,,,,,,
,5/1/2020,GW093038.1.1,1,,,,,,,
,6/1/2020,GW093038.1.1,1,,,,,,,
410.617,7/1/2020,GW093038.1.1,1,,,,,,,
410.901,8/1/2020,GW093038.1.1,1,,,,,,,
410.797,9/1/2020,GW093038.1.1,1,,,,,,,
410.652,10/1/2020,GW093038.1.1,1,,,,,,,
410.604,11/1/2020,GW093038.1.1,1,,,,,,,
410.699,12/1/2020,GW093038.1.1,1,,,,,,,
411.491,1/1/2021,GW093038.1.1,1,,,,,,,
411.154,2/1/2021,GW093038.1.1,1,,,,,,,
411.042,3/1/2021,GW093038.1.1,1,,,,,,,
411.156,4/1/2021,GW093038.1.1,1,,,,,,,
410.972,5/1/2021,GW093038.1.1,1,,,,,,,
411.061,6/1/2021,GW093038.1.1,1,,,,,,,
411.269,7/1/2021,GW093038.1.1,1,,,,,,,
411.327,8/1/2021,GW093038.1.1,1,,,,,,,
411.281,9/1/2021,GW093038.1.1,1,,,,,,,
411.123,10/1/2021,GW093038.1.1,1,,,,,,,
411.25,11/1/2021,GW093038.1.1,1,,,,,,,
411.828,12/1/2021,GW093038.1.1,1,,,,,,,
411.468,1/1/2022,GW093038.1.1,1,,,,,,,
411.224,2/1/2022,GW093038.1.1,1,,,,,,,
411.139,3/1/2022,GW093038.1.1,1,,,,,,,
411.071,4/1/2022,GW093038.1.1,1,,,,,,,
223.192,11/1/2014,GW093067.1.1,4,,,,,,,
236.761,12/1/2014,GW093067.1.1,4,,,,,,,
237.953,1/1/2015,GW093067.1.1,4,,,,,,,
238.023,2/1/2015,GW093067.1.1,4,,,,,,,
238.32,3/1/2015,GW093067.1.1,4,,,,,,,
238.151,4/1/2015,GW093067.1.1,4,,,,,,,
237.875,5/1/2015,GW093067.1.1,4,,,,,,,
237.391,6/1/2015,GW093067.1.1,4,,,,,,,
237.355,7/1/2015,GW093067.1.1,4,,,,,,,
237.292,8/1/2015,GW093067.1.1,4,,,,,,,
237.312,9/1/2015,GW093067.1.1,4,,,,,,,
237.497,10/1/2015,GW093067.1.1,4,,,,,,,
237.634,11/1/2015,GW093067.1.1,4,,,,,,,
237.611,12/1/2015,GW093067.1.1,4,,,,,,,
237.44,1/1/2016,GW093067.1.1,4,,,,,,,
237.174,2/1/2016,GW093067.1.1,4,,,,,,,
236.832,3/1/2016,GW093067.1.1,4,,,,,,,
236.543,4/1/2016,GW093067.1.1,4,,,,,,,
236.372,5/1/2016,GW093067.1.1,4,,,,,,,
236.211,6/1/2016,GW093067.1.1,4,,,,,,,
236.271,7/1/2016,GW093067.1.1,4,,,,,,,
236.476,8/1/2016,GW093067.1.1,4,,,,,,,
236.777,9/1/2016,GW093067.1.1,4,,,,,,,
237.163,10/1/2016,GW093067.1.1,4,,,,,,,
237.585,11/1/2016,GW093067.1.1,4,,,,,,,
238.032,12/1/2016,GW093067.1.1,4,,,,,,,
238.449,1/1/2017,GW093067.1.1,4,,,,,,,
238.796,2/1/2017,GW093067.1.1,4,,,,,,,
239.108,3/1/2017,GW093067.1.1,4,,,,,,,
239.404,4/1/2017,GW093067.1.1,4,,,,,,,
239.659,5/1/2017,GW093067.1.1,4,,,,,,,
239.784,6/1/2017,GW093067.1.1,4,,,,,,,
239.93,7/1/2017,GW093067.1.1,4,,,,,,,
240.131,8/1/2017,GW093067.1.1,4,,,,,,,
240.331,9/1/2017,GW093067.1.1,4,,,,,,,
240.336,10/1/2017,GW093067.1.1,4,,,,,,,
240.041,11/1/2017,GW093067.1.1,4,,,,,,,
239.557,12/1/2017,GW093067.1.1,4,,,,,,,
239.053,1/1/2018,GW093067.1.1,4,,,,,,,
238.775,2/1/2018,GW093067.1.1,4,,,,,,,
238.36,3/1/2018,GW093067.1.1,4,,,,,,,
237.888,4/1/2018,GW093067.1.1,4,,,,,,,
237.386,5/1/2018,GW093067.1.1,4,,,,,,,
236.921,6/1/2018,GW093067.1.1,4,,,,,,,
236.537,7/1/2018,GW093067.1.1,4,,,,,,,
236.216,8/1/2018,GW093067.1.1,4,,,,,,,
236.022,9/1/2018,GW093067.1.1,4,,,,,,,
235.976,10/1/2018,GW093067.1.1,4,,,,,,,
236.076,11/1/2018,GW093067.1.1,4,,,,,,,
236.2,12/1/2018,GW093067.1.1,4,,,,,,,
236.207,1/1/2019,GW093067.1.1,4,,,,,,,
236.185,2/1/2019,GW093067.1.1,4,,,,,,,
236.145,3/1/2019,GW093067.1.1,4,,,,,,,
236.166,4/1/2019,GW093067.1.1,4,,,,,,,
236.263,5/1/2019,GW093067.1.1,4,,,,,,,
236.444,6/1/2019,GW093067.1.1,4,,,,,,,
236.671,7/1/2019,GW093067.1.1,4,,,,,,,
236.952,8/1/2019,GW093067.1.1,4,,,,,,,
237.251,9/1/2019,GW093067.1.1,4,,,,,,,
237.415,10/1/2019,GW093067.1.1,4,,,,,,,
237.381,11/1/2019,GW093067.1.1,4,,,,,,,
237.181,12/1/2019,GW093067.1.1,4,,,,,,,
236.839,1/1/2020,GW093067.1.1,4,,,,,,,
236.591,2/1/2020,GW093067.1.1,4,,,,,,,
236.487,3/1/2020,GW093067.1.1,4,,,,,,,
236.555,4/1/2020,GW093067.1.1,4,,,,,,,
236.742,5/1/2020,GW093067.1.1,4,,,,,,,
236.982,6/1/2020,GW093067.1.1,4,,,,,,,
237.244,7/1/2020,GW093067.1.1,4,,,,,,,
237.543,8/1/2020,GW093067.1.1,4,,,,,,,
237.822,9/1/2020,GW093067.1.1,4,,,,,,,
238.098,10/1/2020,GW093067.1.1,4,,,,,,,
238.323,11/1/2020,GW093067.1.1,4,,,,,,,
238.546,12/1/2020,GW093067.1.1,4,,,,,,,
238.76,1/1/2021,GW093067.1.1,4,,,,,,,
238.941,2/1/2021,GW093067.1.1,4,,,,,,,
239.093,3/1/2021,GW093067.1.1,4,,,,,,,
239.242,4/1/2021,GW093067.1.1,4,,,,,,,
239.415,5/1/2021,GW093067.1.1,4,,,,,,,
239.58,6/1/2021,GW093067.1.1,4,,,,,,,
239.754,7/1/2021,GW093067.1.1,4,,,,,,,
239.978,8/1/2021,GW093067.1.1,4,,,,,,,
240.213,9/1/2021,GW093067.1.1,4,,,,,,,
240.448,10/1/2021,GW093067.1.1,4,,,,,,,
240.627,11/1/2021,GW093067.1.1,4,,,,,,,
240.813,12/1/2021,GW093067.1.1,4,,,,,,,GW273033.1.1 - Treloars Bore Lat:-31.129977527 Long:150.986041024 Elev:393m
241.019,1/1/2022,GW093067.1.1,4,,,,,,,
241.203,2/1/2022,GW093067.1.1,4,,,,,,,Variables
241.384,3/1/2022,GW093067.1.1,4,,,,,,,110 - Bore Water Level below Measuring Pt (Metres)
241.513,4/1/2022,GW093067.1.1,4,,,,,,,115 - Groundwater Level - AHD (METRES)
241.456,5/1/2022,GW093067.1.1,4,,,,,,,
384.966,8/1/2008,GW273033.1.1,4,,,,,,,Qualities
384.905,9/1/2008,GW273033.1.1,4,,,,,,,7 - RATINGS/TS - Large uncertainty - data in period not adjusted from sensing system measurement in any way - see code definitions; Good Gauging
,10/1/2008,GW273033.1.1,4,,,,,,,8 - TS - Data adjusted during processing - see comments
,11/1/2008,GW273033.1.1,4,,,,,,,100 - Quality unknown
,12/1/2008,GW273033.1.1,4,,,,,,,130 - Not quality coded - subject to change
,1/1/2009,GW273033.1.1,4,,,,,,,201 - Data unavailable
,2/1/2009,GW273033.1.1,4,,,,,,,255 - No data exists
,3/1/2009,GW273033.1.1,4,,,,,,,255 - Data Unavailable
,4/1/2009,GW273033.1.1,4,,,,,,,
,5/1/2009,GW273033.1.1,4,,,,,,,
,6/1/2009,GW273033.1.1,4,,,,,,,
,7/1/2009,GW273033.1.1,4,,,,,,,
,8/1/2009,GW273033.1.1,4,,,,,,,
,9/1/2009,GW273033.1.1,4,,,,,,,
,10/1/2009,GW273033.1.1,4,,,,,,,
,11/1/2009,GW273033.1.1,4,,,,,,,
,12/1/2009,GW273033.1.1,4,,,,,,,
,1/1/2010,GW273033.1.1,4,,,,,,,
,2/1/2010,GW273033.1.1,4,,,,,,,
,3/1/2010,GW273033.1.1,4,,,,,,,
,4/1/2010,GW273033.1.1,4,,,,,,,
,5/1/2010,GW273033.1.1,4,,,,,,,
,6/1/2010,GW273033.1.1,4,,,,,,,
,7/1/2010,GW273033.1.1,4,,,,,,,
,8/1/2010,GW273033.1.1,4,,,,,,,
,9/1/2010,GW273033.1.1,4,,,,,,,
,10/1/2010,GW273033.1.1,4,,,,,,,
,11/1/2010,GW273033.1.1,4,,,,,,,
,12/1/2010,GW273033.1.1,4,,,,,,,
,1/1/2011,GW273033.1.1,4,,,,,,,
,2/1/2011,GW273033.1.1,4,,,,,,,
,3/1/2011,GW273033.1.1,4,,,,,,,
,4/1/2011,GW273033.1.1,4,,,,,,,
,5/1/2011,GW273033.1.1,4,,,,,,,
,6/1/2011,GW273033.1.1,4,,,,,,,
,7/1/2011,GW273033.1.1,4,,,,,,,
,8/1/2011,GW273033.1.1,4,,,,,,,
,9/1/2011,GW273033.1.1,4,,,,,,,
,10/1/2011,GW273033.1.1,4,,,,,,,
,11/1/2011,GW273033.1.1,4,,,,,,,
,12/1/2011,GW273033.1.1,4,,,,,,,
,1/1/2012,GW273033.1.1,4,,,,,,,
,2/1/2012,GW273033.1.1,4,,,,,,,
,3/1/2012,GW273033.1.1,4,,,,,,,
,4/1/2012,GW273033.1.1,4,,,,,,,
,5/1/2012,GW273033.1.1,4,,,,,,,
,6/1/2012,GW273033.1.1,4,,,,,,,
,7/1/2012,GW273033.1.1,4,,,,,,,
,8/1/2012,GW273033.1.1,4,,,,,,,
,9/1/2012,GW273033.1.1,4,,,,,,,
,10/1/2012,GW273033.1.1,4,,,,,,,
,11/1/2012,GW273033.1.1,4,,,,,,,
,12/1/2012,GW273033.1.1,4,,,,,,,
,1/1/2013,GW273033.1.1,4,,,,,,,
,2/1/2013,GW273033.1.1,4,,,,,,,
,3/1/2013,GW273033.1.1,4,,,,,,,
,4/1/2013,GW273033.1.1,4,,,,,,,
,5/1/2013,GW273033.1.1,4,,,,,,,
,6/1/2013,GW273033.1.1,4,,,,,,,
,7/1/2013,GW273033.1.1,4,,,,,,,
,8/1/2013,GW273033.1.1,4,,,,,,,
,9/1/2013,GW273033.1.1,4,,,,,,,
,10/1/2013,GW273033.1.1,4,,,,,,,
,11/1/2013,GW273033.1.1,4,,,,,,,
,12/1/2013,GW273033.1.1,4,,,,,,,
,1/1/2014,GW273033.1.1,4,,,,,,,
,2/1/2014,GW273033.1.1,4,,,,,,,
,3/1/2014,GW273033.1.1,4,,,,,,,
,4/1/2014,GW273033.1.1,4,,,,,,,
,5/1/2014,GW273033.1.1,4,,,,,,,
,6/1/2014,GW273033.1.1,4,,,,,,,
,7/1/2014,GW273033.1.1,4,,,,,,,
,8/1/2014,GW273033.1.1,4,,,,,,,
,9/1/2014,GW273033.1.1,4,,,,,,,
,10/1/2014,GW273033.1.1,4,,,,,,,
,11/1/2014,GW273033.1.1,4,,,,,,,
,12/1/2014,GW273033.1.1,4,,,,,,,
,1/1/2015,GW273033.1.1,4,,,,,,,
,2/1/2015,GW273033.1.1,4,,,,,,,
,3/1/2015,GW273033.1.1,4,,,,,,,
,4/1/2015,GW273033.1.1,4,,,,,,,
,5/1/2015,GW273033.1.1,4,,,,,,,
,6/1/2015,GW273033.1.1,4,,,,,,,
,7/1/2015,GW273033.1.1,4,,,,,,,
,8/1/2015,GW273033.1.1,4,,,,,,,
,9/1/2015,GW273033.1.1,4,,,,,,,
,10/1/2015,GW273033.1.1,4,,,,,,,
,11/1/2015,GW273033.1.1,4,,,,,,,
,12/1/2015,GW273033.1.1,4,,,,,,,
,1/1/2016,GW273033.1.1,4,,,,,,,
,2/1/2016,GW273033.1.1,4,,,,,,,
,3/1/2016,GW273033.1.1,4,,,,,,,
,4/1/2016,GW273033.1.1,4,,,,,,,
,5/1/2016,GW273033.1.1,4,,,,,,,
,6/1/2016,GW273033.1.1,4,,,,,,,
,7/1/2016,GW273033.1.1,4,,,,,,,
,8/1/2016,GW273033.1.1,4,,,,,,,
,9/1/2016,GW273033.1.1,4,,,,,,,
,10/1/2016,GW273033.1.1,4,,,,,,,
,11/1/2016,GW273033.1.1,4,,,,,,,
,12/1/2016,GW273033.1.1,4,,,,,,,
,1/1/2017,GW273033.1.1,4,,,,,,,
,2/1/2017,GW273033.1.1,4,,,,,,,
,3/1/2017,GW273033.1.1,4,,,,,,,
,4/1/2017,GW273033.1.1,4,,,,,,,
,5/1/2017,GW273033.1.1,4,,,,,,,
,6/1/2017,GW273033.1.1,4,,,,,,,
,7/1/2017,GW273033.1.1,4,,,,,,,
,8/1/2017,GW273033.1.1,4,,,,,,,
,9/1/2017,GW273033.1.1,4,,,,,,,
,10/1/2017,GW273033.1.1,4,,,,,,,
,11/1/2017,GW273033.1.1,4,,,,,,,
,12/1/2017,GW273033.1.1,4,,,,,,,
,1/1/2018,GW273033.1.1,4,,,,,,,
,2/1/2018,GW273033.1.1,4,,,,,,,
,3/1/2018,GW273033.1.1,4,,,,,,,
,4/1/2018,GW273033.1.1,4,,,,,,,
,5/1/2018,GW273033.1.1,4,,,,,,,
,6/1/2018,GW273033.1.1,4,,,,,,,
,7/1/2018,GW273033.1.1,4,,,,,,,
,8/1/2018,GW273033.1.1,4,,,,,,,
,9/1/2018,GW273033.1.1,4,,,,,,,
,10/1/2018,GW273033.1.1,4,,,,,,,
,11/1/2018,GW273033.1.1,4,,,,,,,
,12/1/2018,GW273033.1.1,4,,,,,,,
