WL,Date,Borehole,No of Covariates,,,,,,,
167.641,3/1/2010,GW021266.3.4,2,,,,,,,
170.525,4/1/2010,GW021266.3.4,2,,,,,,,
172.179,5/1/2010,GW021266.3.4,2,,,,,,,
173.098,6/1/2010,GW021266.3.4,2,,,,,,,
173.997,7/1/2010,GW021266.3.4,2,,,,,,,
166.542,8/1/2010,GW021266.3.4,2,,,,,,,
173.242,9/1/2010,GW021266.3.4,2,,,,,,,
158.985,10/1/2010,GW021266.3.4,2,,,,,,,
156.805,11/1/2010,GW021266.3.4,2,,,,,,,
171.627,12/1/2010,GW021266.3.4,2,,,,,,,
168.439,1/1/2011,GW021266.3.4,2,,,,,,,
148.673,2/1/2011,GW021266.3.4,2,,,,,,,
153.249,3/1/2011,GW021266.3.4,2,,,,,,,
169.591,4/1/2011,GW021266.3.4,2,,,,,,,
172.893,5/1/2011,GW021266.3.4,2,,,,,,,
174.505,6/1/2011,GW021266.3.4,2,,,,,,,
175.638,7/1/2011,GW021266.3.4,2,,,,,,,
153.074,8/1/2011,GW021266.3.4,2,,,,,,,
152.298,9/1/2011,GW021266.3.4,2,,,,,,,
166.749,10/1/2011,GW021266.3.4,2,,,,,,,
152.26,11/1/2011,GW021266.3.4,2,,,,,,,
168.408,12/1/2011,GW021266.3.4,2,,,,,,,
172.843,1/1/2012,GW021266.3.4,2,,,,,,,
174.557,2/1/2012,GW021266.3.4,2,,,,,,,
176.018,3/1/2012,GW021266.3.4,2,,,,,,,
176.765,4/1/2012,GW021266.3.4,2,,,,,,,
177.395,5/1/2012,GW021266.3.4,2,,,,,,,
177.849,6/1/2012,GW021266.3.4,2,,,,,,,
178.138,7/1/2012,GW021266.3.4,2,,,,,,,
178.349,8/1/2012,GW021266.3.4,2,,,,,,,
178.119,9/1/2012,GW021266.3.4,2,,,,,,,
175.982,10/1/2012,GW021266.3.4,2,,,,,,,
174.594,11/1/2012,GW021266.3.4,2,,,,,,,
172.286,12/1/2012,GW021266.3.4,2,,,,,,,
153.426,1/1/2013,GW021266.3.4,2,,,,,,,
163.51,2/1/2013,GW021266.3.4,2,,,,,,,
170.066,3/1/2013,GW021266.3.4,2,,,,,,,
174.429,4/1/2013,GW021266.3.4,2,,,,,,,
176.757,5/1/2013,GW021266.3.4,2,,,,,,,
176.787,6/1/2013,GW021266.3.4,2,,,,,,,
175.893,7/1/2013,GW021266.3.4,2,,,,,,,
174.521,8/1/2013,GW021266.3.4,2,,,,,,,
168.474,9/1/2013,GW021266.3.4,2,,,,,,,
154.877,10/1/2013,GW021266.3.4,2,,,,,,,
142.794,11/1/2013,GW021266.3.4,2,,,,,,,
136.818,12/1/2013,GW021266.3.4,2,,,,,,,
132.64,1/1/2014,GW021266.3.4,2,,,,,,,
133.786,2/1/2014,GW021266.3.4,2,,,,,,,
156.534,3/1/2014,GW021266.3.4,2,,,,,,,
167.288,4/1/2014,GW021266.3.4,2,,,,,,,
171.708,5/1/2014,GW021266.3.4,2,,,,,,,
173.352,6/1/2014,GW021266.3.4,2,,,,,,,
174.263,7/1/2014,GW021266.3.4,2,,,,,,,
150.87,8/1/2014,GW021266.3.4,2,,,,,,,
140.28,9/1/2014,GW021266.3.4,2,,,,,,,
135.668,10/1/2014,GW021266.3.4,2,,,,,,,
133.043,11/1/2014,GW021266.3.4,2,,,,,,,
134.203,12/1/2014,GW021266.3.4,2,,,,,,,
134.261,1/1/2015,GW021266.3.4,2,,,,,,,
154.151,2/1/2015,GW021266.3.4,2,,,,,,,
162.991,3/1/2015,GW021266.3.4,2,,,,,,,
168.532,4/1/2015,GW021266.3.4,2,,,,,,,
171.466,5/1/2015,GW021266.3.4,2,,,,,,,
173.115,6/1/2015,GW021266.3.4,2,,,,,,,
173.663,7/1/2015,GW021266.3.4,2,,,,,,,
151.757,8/1/2015,GW021266.3.4,2,,,,,,,
141.368,9/1/2015,GW021266.3.4,2,,,,,,,
135.098,10/1/2015,GW021266.3.4,2,,,,,,,
134.532,11/1/2015,GW021266.3.4,2,,,,,,,
132.826,12/1/2015,GW021266.3.4,2,,,,,,,
131.813,1/1/2016,GW021266.3.4,2,,,,,,,
132.563,2/1/2016,GW021266.3.4,2,,,,,,,
142.99,3/1/2016,GW021266.3.4,2,,,,,,,
162.149,4/1/2016,GW021266.3.4,2,,,,,,,
168.02,5/1/2016,GW021266.3.4,2,,,,,,,
170.361,6/1/2016,GW021266.3.4,2,,,,,,,
171.248,7/1/2016,GW021266.3.4,2,,,,,,,
171.839,8/1/2016,GW021266.3.4,2,,,,,,,
173.698,9/1/2016,GW021266.3.4,2,,,,,,,
174.623,10/1/2016,GW021266.3.4,2,,,,,,,
153.554,11/1/2016,GW021266.3.4,2,,,,,,,
142.8,12/1/2016,GW021266.3.4,2,,,,,,,
139.95,1/1/2017,GW021266.3.4,2,,,,,,,
138.518,2/1/2017,GW021266.3.4,2,,,,,,,
146.203,3/1/2017,GW021266.3.4,2,,,,,,,
165.532,4/1/2017,GW021266.3.4,2,,,,,,,
170.481,5/1/2017,GW021266.3.4,2,,,,,,,
171.709,6/1/2017,GW021266.3.4,2,,,,,,,
171.972,7/1/2017,GW021266.3.4,2,,,,,,,
173.117,8/1/2017,GW021266.3.4,2,,,,,,,
166.357,9/1/2017,GW021266.3.4,2,,,,,,,
144.829,10/1/2017,GW021266.3.4,2,,,,,,,
142.109,11/1/2017,GW021266.3.4,2,,,,,,,
141.296,12/1/2017,GW021266.3.4,2,,,,,,,
135.554,1/1/2018,GW021266.3.4,2,,,,,,,
131.778,2/1/2018,GW021266.3.4,2,,,,,,,
154.396,3/1/2018,GW021266.3.4,2,,,,,,,
166.096,4/1/2018,GW021266.3.4,2,,,,,,,
170.145,5/1/2018,GW021266.3.4,2,,,,,,,
171.932,6/1/2018,GW021266.3.4,2,,,,,,,
150.71,7/1/2018,GW021266.3.4,2,,,,,,,
138.601,8/1/2018,GW021266.3.4,2,,,,,,,
132.782,9/1/2018,GW021266.3.4,2,,,,,,,
129.939,10/1/2018,GW021266.3.4,2,,,,,,,
130.906,11/1/2018,GW021266.3.4,2,,,,,,,
132.301,12/1/2018,GW021266.3.4,2,,,,,,,
128.286,1/1/2019,GW021266.3.4,2,,,,,,,
126.613,2/1/2019,GW021266.3.4,2,,,,,,,
138.705,3/1/2019,GW021266.3.4,2,,,,,,,
159.247,4/1/2019,GW021266.3.4,2,,,,,,,
166.063,5/1/2019,GW021266.3.4,2,,,,,,,
168.404,6/1/2019,GW021266.3.4,2,,,,,,,
161.064,7/1/2019,GW021266.3.4,2,,,,,,,
154.931,8/1/2019,GW021266.3.4,2,,,,,,,
144.618,9/1/2019,GW021266.3.4,2,,,,,,,
134.083,10/1/2019,GW021266.3.4,2,,,,,,,
131.668,11/1/2019,GW021266.3.4,2,,,,,,,
131.48,12/1/2019,GW021266.3.4,2,,,,,,,
132.929,1/1/2020,GW021266.3.4,2,,,,,,,
155.033,2/1/2020,GW021266.3.4,2,,,,,,,
163.835,3/1/2020,GW021266.3.4,2,,,,,,,
167.807,4/1/2020,GW021266.3.4,2,,,,,,,
170.037,5/1/2020,GW021266.3.4,2,,,,,,,
170.726,6/1/2020,GW021266.3.4,2,,,,,,,
154.781,7/1/2020,GW021266.3.4,2,,,,,,,
148.446,8/1/2020,GW021266.3.4,2,,,,,,,
145.512,9/1/2020,GW021266.3.4,2,,,,,,,
140.823,10/1/2020,GW021266.3.4,2,,,,,,,
150.032,11/1/2020,GW021266.3.4,2,,,,,,,
150.401,12/1/2020,GW021266.3.4,2,,,,,,,
157.256,1/1/2021,GW021266.3.4,2,,,,,,,
160.348,2/1/2021,GW021266.3.4,2,,,,,,,
164.401,3/1/2021,GW021266.3.4,2,,,,,,,
168.704,4/1/2021,GW021266.3.4,2,,,,,,,
170.872,5/1/2021,GW021266.3.4,2,,,,,,,
172.103,6/1/2021,GW021266.3.4,2,,,,,,,
172.897,7/1/2021,GW021266.3.4,2,,,,,,,
173.402,8/1/2021,GW021266.3.4,2,,,,,,,
173.757,9/1/2021,GW021266.3.4,2,,,,,,,
174.007,10/1/2021,GW021266.3.4,2,,,,,,,
174.368,11/1/2021,GW021266.3.4,2,,,,,,,
174.768,12/1/2021,GW021266.3.4,2,,,,,,,
173.645,1/1/2022,GW021266.3.4,2,,,,,,,
172.862,2/1/2022,GW021266.3.4,2,,,,,,,
172.598,3/1/2022,GW021266.3.4,2,,,,,,,
174.033,4/1/2022,GW021266.3.4,2,,,,,,,
174.979,5/1/2022,GW021266.3.4,2,,,,,,,
164.905,2/1/2010,GW025045.2.1,1,,,,,,,
164.847,3/1/2010,GW025045.2.1,1,,,,,,,
164.856,4/1/2010,GW025045.2.1,1,,,,,,,
164.925,5/1/2010,GW025045.2.1,1,,,,,,,
164.992,6/1/2010,GW025045.2.1,1,,,,,,,
165.045,7/1/2010,GW025045.2.1,1,,,,,,,
165.09,8/1/2010,GW025045.2.1,1,,,,,,,
165.138,9/1/2010,GW025045.2.1,1,,,,,,,
165.194,10/1/2010,GW025045.2.1,1,,,,,,,
165.249,11/1/2010,GW025045.2.1,1,,,,,,,
165.321,12/1/2010,GW025045.2.1,1,,,,,,,
165.348,1/1/2011,GW025045.2.1,1,,,,,,,
165.309,2/1/2011,GW025045.2.1,1,,,,,,,
165.287,3/1/2011,GW025045.2.1,1,,,,,,,
165.379,4/1/2011,GW025045.2.1,1,,,,,,,
165.484,5/1/2011,GW025045.2.1,1,,,,,,,
165.577,6/1/2011,GW025045.2.1,1,,,,,,,
165.686,7/1/2011,GW025045.2.1,1,,,,,,,
165.63,8/1/2011,GW025045.2.1,1,,,,,,,
165.581,9/1/2011,GW025045.2.1,1,,,,,,,
165.651,10/1/2011,GW025045.2.1,1,,,,,,,
165.756,11/1/2011,GW025045.2.1,1,,,,,,,
165.861,12/1/2011,GW025045.2.1,1,,,,,,,
165.87,1/1/2012,GW025045.2.1,1,,,,,,,
165.873,2/1/2012,GW025045.2.1,1,,,,,,,
165.879,3/1/2012,GW025045.2.1,1,,,,,,,
166.022,4/1/2012,GW025045.2.1,1,,,,,,,
166.203,5/1/2012,GW025045.2.1,1,,,,,,,
166.429,6/1/2012,GW025045.2.1,1,,,,,,,
166.643,7/1/2012,GW025045.2.1,1,,,,,,,
166.871,8/1/2012,GW025045.2.1,1,,,,,,,
166.971,9/1/2012,GW025045.2.1,1,,,,,,,
166.931,10/1/2012,GW025045.2.1,1,,,,,,,
166.872,11/1/2012,GW025045.2.1,1,,,,,,,
166.694,12/1/2012,GW025045.2.1,1,,,,,,,
166.398,1/1/2013,GW025045.2.1,1,,,,,,,
166.317,2/1/2013,GW025045.2.1,1,,,,,,,
166.403,3/1/2013,GW025045.2.1,1,,,,,,,
166.565,4/1/2013,GW025045.2.1,1,,,,,,,
166.737,5/1/2013,GW025045.2.1,1,,,,,,,
166.944,6/1/2013,GW025045.2.1,1,,,,,,,
167.091,7/1/2013,GW025045.2.1,1,,,,,,,
167.134,8/1/2013,GW025045.2.1,1,,,,,,,
167.184,9/1/2013,GW025045.2.1,1,,,,,,,
166.701,10/1/2013,GW025045.2.1,1,,,,,,,
166.606,11/1/2013,GW025045.2.1,1,,,,,,,
166.359,12/1/2013,GW025045.2.1,1,,,,,,,
165.886,1/1/2014,GW025045.2.1,1,,,,,,,
165.677,2/1/2014,GW025045.2.1,1,,,,,,,
165.627,3/1/2014,GW025045.2.1,1,,,,,,,
165.723,4/1/2014,GW025045.2.1,1,,,,,,,
165.837,5/1/2014,GW025045.2.1,1,,,,,,,
165.917,6/1/2014,GW025045.2.1,1,,,,,,,
165.976,7/1/2014,GW025045.2.1,1,,,,,,,
165.899,8/1/2014,GW025045.2.1,1,,,,,,,
165.9,9/1/2014,GW025045.2.1,1,,,,,,,
165.704,10/1/2014,GW025045.2.1,1,,,,,,,
165.492,11/1/2014,GW025045.2.1,1,,,,,,,
165.3,12/1/2014,GW025045.2.1,1,,,,,,,
165.097,1/1/2015,GW025045.2.1,1,,,,,,,
164.935,2/1/2015,GW025045.2.1,1,,,,,,,
164.83,3/1/2015,GW025045.2.1,1,,,,,,,
164.845,4/1/2015,GW025045.2.1,1,,,,,,,
164.907,5/1/2015,GW025045.2.1,1,,,,,,,
164.982,6/1/2015,GW025045.2.1,1,,,,,,,
165.091,7/1/2015,GW025045.2.1,1,,,,,,,
165.184,8/1/2015,GW025045.2.1,1,,,,,,,
165.215,9/1/2015,GW025045.2.1,1,,,,,,,
165.145,10/1/2015,GW025045.2.1,1,,,,,,,
165.03,11/1/2015,GW025045.2.1,1,,,,,,,
164.945,12/1/2015,GW025045.2.1,1,,,,,,,
164.781,1/1/2016,GW025045.2.1,1,,,,,,,
164.697,2/1/2016,GW025045.2.1,1,,,,,,,
164.65,3/1/2016,GW025045.2.1,1,,,,,,,
164.66,4/1/2016,GW025045.2.1,1,,,,,,,
164.707,5/1/2016,GW025045.2.1,1,,,,,,,
164.752,6/1/2016,GW025045.2.1,1,,,,,,,
164.859,7/1/2016,GW025045.2.1,1,,,,,,,
164.901,8/1/2016,GW025045.2.1,1,,,,,,,
164.933,9/1/2016,GW025045.2.1,1,,,,,,,
164.98,10/1/2016,GW025045.2.1,1,,,,,,,
165.044,11/1/2016,GW025045.2.1,1,,,,,,,
165.085,12/1/2016,GW025045.2.1,1,,,,,,,
165.098,1/1/2017,GW025045.2.1,1,,,,,,,
165.092,2/1/2017,GW025045.2.1,1,,,,,,,
165.103,3/1/2017,GW025045.2.1,1,,,,,,,
165.131,4/1/2017,GW025045.2.1,1,,,,,,,
165.152,5/1/2017,GW025045.2.1,1,,,,,,,
165.184,6/1/2017,GW025045.2.1,1,,,,,,,
165.235,7/1/2017,GW025045.2.1,1,,,,,,,
165.288,8/1/2017,GW025045.2.1,1,,,,,,,
165.246,9/1/2017,GW025045.2.1,1,,,,,,,
165.167,10/1/2017,GW025045.2.1,1,,,,,,,
165.118,11/1/2017,GW025045.2.1,1,,,,,,,
165.101,12/1/2017,GW025045.2.1,1,,,,,,,
164.858,1/1/2018,GW025045.2.1,1,,,,,,,
164.632,2/1/2018,GW025045.2.1,1,,,,,,,
164.536,3/1/2018,GW025045.2.1,1,,,,,,,
164.533,4/1/2018,GW025045.2.1,1,,,,,,,
164.576,5/1/2018,GW025045.2.1,1,,,,,,,
164.597,6/1/2018,GW025045.2.1,1,,,,,,,
164.61,7/1/2018,GW025045.2.1,1,,,,,,,
164.664,8/1/2018,GW025045.2.1,1,,,,,,,
164.691,9/1/2018,GW025045.2.1,1,,,,,,,
164.578,10/1/2018,GW025045.2.1,1,,,,,,,
164.464,11/1/2018,GW025045.2.1,1,,,,,,,
164.37,12/1/2018,GW025045.2.1,1,,,,,,,
164.272,1/1/2019,GW025045.2.1,1,,,,,,,
164.148,2/1/2019,GW025045.2.1,1,,,,,,,
164.023,3/1/2019,GW025045.2.1,1,,,,,,,
163.944,4/1/2019,GW025045.2.1,1,,,,,,,
163.938,5/1/2019,GW025045.2.1,1,,,,,,,
163.965,6/1/2019,GW025045.2.1,1,,,,,,,
164,7/1/2019,GW025045.2.1,1,,,,,,,
163.972,8/1/2019,GW025045.2.1,1,,,,,,,
163.931,9/1/2019,GW025045.2.1,1,,,,,,,
163.913,10/1/2019,GW025045.2.1,1,,,,,,,
163.848,11/1/2019,GW025045.2.1,1,,,,,,,
163.771,12/1/2019,GW025045.2.1,1,,,,,,,
163.679,1/1/2020,GW025045.2.1,1,,,,,,,
163.572,2/1/2020,GW025045.2.1,1,,,,,,,
163.489,3/1/2020,GW025045.2.1,1,,,,,,,
163.461,4/1/2020,GW025045.2.1,1,,,,,,,
163.476,5/1/2020,GW025045.2.1,1,,,,,,,
163.509,6/1/2020,GW025045.2.1,1,,,,,,,
163.546,7/1/2020,GW025045.2.1,1,,,,,,,
163.587,8/1/2020,GW025045.2.1,1,,,,,,,
163.61,9/1/2020,GW025045.2.1,1,,,,,,,
163.556,10/1/2020,GW025045.2.1,1,,,,,,,
163.497,11/1/2020,GW025045.2.1,1,,,,,,,
163.456,12/1/2020,GW025045.2.1,1,,,,,,,
163.432,1/1/2021,GW025045.2.1,1,,,,,,,
163.415,2/1/2021,GW025045.2.1,1,,,,,,,
163.386,3/1/2021,GW025045.2.1,1,,,,,,,
163.377,4/1/2021,GW025045.2.1,1,,,,,,,
163.401,5/1/2021,GW025045.2.1,1,,,,,,,
163.433,6/1/2021,GW025045.2.1,1,,,,,,,
163.469,7/1/2021,GW025045.2.1,1,,,,,,,
163.506,8/1/2021,GW025045.2.1,1,,,,,,,
163.543,9/1/2021,GW025045.2.1,1,,,,,,,
163.559,10/1/2021,GW025045.2.1,1,,,,,,,
163.605,11/1/2021,GW025045.2.1,1,,,,,,,
163.631,12/1/2021,GW025045.2.1,1,,,,,,,
163.653,1/1/2022,GW025045.2.1,1,,,,,,,
163.686,2/1/2022,GW025045.2.1,1,,,,,,,
163.727,3/1/2022,GW025045.2.1,1,,,,,,,
163.76,4/1/2022,GW025045.2.1,1,,,,,,,
163.804,5/1/2022,GW025045.2.1,1,,,,,,,
161.59,2/1/2010,GW025045.3.2,1,,,,,,,
163.845,3/1/2010,GW025045.3.2,1,,,,,,,
165.132,4/1/2010,GW025045.3.2,1,,,,,,,
165.311,5/1/2010,GW025045.3.2,1,,,,,,,
165.17,6/1/2010,GW025045.3.2,1,,,,,,,
165.229,7/1/2010,GW025045.3.2,1,,,,,,,
165.475,8/1/2010,GW025045.3.2,1,,,,,,,
165.64,9/1/2010,GW025045.3.2,1,,,,,,,
165.482,10/1/2010,GW025045.3.2,1,,,,,,,
165.76,11/1/2010,GW025045.3.2,1,,,,,,,
165.893,12/1/2010,GW025045.3.2,1,,,,,,,
164.856,1/1/2011,GW025045.3.2,1,,,,,,,
164.007,2/1/2011,GW025045.3.2,1,,,,,,,
165.16,3/1/2011,GW025045.3.2,1,,,,,,,
165.836,4/1/2011,GW025045.3.2,1,,,,,,,
166.033,5/1/2011,GW025045.3.2,1,,,,,,,
166.178,6/1/2011,GW025045.3.2,1,,,,,,,
166.053,7/1/2011,GW025045.3.2,1,,,,,,,
163.371,8/1/2011,GW025045.3.2,1,,,,,,,
165.423,9/1/2011,GW025045.3.2,1,,,,,,,
166.025,10/1/2011,GW025045.3.2,1,,,,,,,
166.162,11/1/2011,GW025045.3.2,1,,,,,,,
166.371,12/1/2011,GW025045.3.2,1,,,,,,,
164.876,1/1/2012,GW025045.3.2,1,,,,,,,
165.82,2/1/2012,GW025045.3.2,1,,,,,,,
166.036,3/1/2012,GW025045.3.2,1,,,,,,,
166.678,4/1/2012,GW025045.3.2,1,,,,,,,
166.92,5/1/2012,GW025045.3.2,1,,,,,,,
167.149,6/1/2012,GW025045.3.2,1,,,,,,,
167.349,7/1/2012,GW025045.3.2,1,,,,,,,
167.511,8/1/2012,GW025045.3.2,1,,,,,,,
166.88,9/1/2012,GW025045.3.2,1,,,,,,,
166.528,10/1/2012,GW025045.3.2,1,,,,,,,
166.325,11/1/2012,GW025045.3.2,1,,,,,,,
165.106,12/1/2012,GW025045.3.2,1,,,,,,,
164.283,1/1/2013,GW025045.3.2,1,,,,,,,
165.825,2/1/2013,GW025045.3.2,1,,,,,,,
166.515,3/1/2013,GW025045.3.2,1,,,,,,,
166.881,4/1/2013,GW025045.3.2,1,,,,,,,
167.09,5/1/2013,GW025045.3.2,1,,,,,,,
167.369,6/1/2013,GW025045.3.2,1,,,,,,,
167.094,7/1/2013,GW025045.3.2,1,,,,,,,
166.999,8/1/2013,GW025045.3.2,1,,,,,,,
166.371,9/1/2013,GW025045.3.2,1,,,,,,,
164.541,10/1/2013,GW025045.3.2,1,,,,,,,
164.991,11/1/2013,GW025045.3.2,1,,,,,,,
162.457,12/1/2013,GW025045.3.2,1,,,,,,,
160.786,1/1/2014,GW025045.3.2,1,,,,,,,
162.851,2/1/2014,GW025045.3.2,1,,,,,,,
164.87,3/1/2014,GW025045.3.2,1,,,,,,,
165.93,4/1/2014,GW025045.3.2,1,,,,,,,
166.04,5/1/2014,GW025045.3.2,1,,,,,,,
165.452,6/1/2014,GW025045.3.2,1,,,,,,,
165.704,7/1/2014,GW025045.3.2,1,,,,,,,
164.306,8/1/2014,GW025045.3.2,1,,,,,,,
164.192,9/1/2014,GW025045.3.2,1,,,,,,,
162.532,10/1/2014,GW025045.3.2,1,,,,,,,
161.786,11/1/2014,GW025045.3.2,1,,,,,,,
161.515,12/1/2014,GW025045.3.2,1,,,,,,,
161.317,1/1/2015,GW025045.3.2,1,,,,,,,
160.968,2/1/2015,GW025045.3.2,1,,,,,,,
163.804,3/1/2015,GW025045.3.2,1,,,,,,,
165.008,4/1/2015,GW025045.3.2,1,,,,,,,
165.195,5/1/2015,GW025045.3.2,1,,,,,,,
165.325,6/1/2015,GW025045.3.2,1,,,,,,,
165.438,7/1/2015,GW025045.3.2,1,,,,,,,
165.342,8/1/2015,GW025045.3.2,1,,,,,,,
164.98,9/1/2015,GW025045.3.2,1,,,,,,,
162.129,10/1/2015,GW025045.3.2,1,,,,,,,
164.327,11/1/2015,GW025045.3.2,1,,,,,,,
160.255,12/1/2015,GW025045.3.2,1,,,,,,,
161.435,1/1/2016,GW025045.3.2,1,,,,,,,
162.961,2/1/2016,GW025045.3.2,1,,,,,,,
163.82,3/1/2016,GW025045.3.2,1,,,,,,,
164.61,4/1/2016,GW025045.3.2,1,,,,,,,
164.726,5/1/2016,GW025045.3.2,1,,,,,,,
164.954,6/1/2016,GW025045.3.2,1,,,,,,,
165.055,7/1/2016,GW025045.3.2,1,,,,,,,
165.081,8/1/2016,GW025045.3.2,1,,,,,,,
165.272,9/1/2016,GW025045.3.2,1,,,,,,,
165.336,10/1/2016,GW025045.3.2,1,,,,,,,
165.35,11/1/2016,GW025045.3.2,1,,,,,,,
164.703,12/1/2016,GW025045.3.2,1,,,,,,,
164.596,1/1/2017,GW025045.3.2,1,,,,,,,
164.522,2/1/2017,GW025045.3.2,1,,,,,,,
165.103,3/1/2017,GW025045.3.2,1,,,,,,,
165.052,4/1/2017,GW025045.3.2,1,,,,,,,
165.044,5/1/2017,GW025045.3.2,1,,,,,,,
165.468,6/1/2017,GW025045.3.2,1,,,,,,,
165.544,7/1/2017,GW025045.3.2,1,,,,,,,
165.496,8/1/2017,GW025045.3.2,1,,,,,,,
163.337,9/1/2017,GW025045.3.2,1,,,,,,,
163.675,10/1/2017,GW025045.3.2,1,,,,,,,
164.765,11/1/2017,GW025045.3.2,1,,,,,,,
161.798,12/1/2017,GW025045.3.2,1,,,,,,,
158.604,1/1/2018,GW025045.3.2,1,,,,,,,
160.183,2/1/2018,GW025045.3.2,1,,,,,,,
163.961,3/1/2018,GW025045.3.2,1,,,,,,,
164.633,4/1/2018,GW025045.3.2,1,,,,,,,
164.124,5/1/2018,GW025045.3.2,1,,,,,,,
163.971,6/1/2018,GW025045.3.2,1,,,,,,,
164.634,7/1/2018,GW025045.3.2,1,,,,,,,
164.647,8/1/2018,GW025045.3.2,1,,,,,,,
163.149,9/1/2018,GW025045.3.2,1,,,,,,,
160.103,10/1/2018,GW025045.3.2,1,,,,,,,
161.113,11/1/2018,GW025045.3.2,1,,,,,,,
161.178,12/1/2018,GW025045.3.2,1,,,,,,,
157.735,1/1/2019,GW025045.3.2,1,,,,,,,
157.273,2/1/2019,GW025045.3.2,1,,,,,,,
162.404,3/1/2019,GW025045.3.2,1,,,,,,,
163.777,4/1/2019,GW025045.3.2,1,,,,,,,
163.899,5/1/2019,GW025045.3.2,1,,,,,,,
164.005,6/1/2019,GW025045.3.2,1,,,,,,,
163.831,7/1/2019,GW025045.3.2,1,,,,,,,
161.909,8/1/2019,GW025045.3.2,1,,,,,,,
162.719,9/1/2019,GW025045.3.2,1,,,,,,,
159.343,10/1/2019,GW025045.3.2,1,,,,,,,
161.456,11/1/2019,GW025045.3.2,1,,,,,,,
158.257,12/1/2019,GW025045.3.2,1,,,,,,,
157.311,1/1/2020,GW025045.3.2,1,,,,,,,
161.359,2/1/2020,GW025045.3.2,1,,,,,,,
163.275,3/1/2020,GW025045.3.2,1,,,,,,,
163.487,4/1/2020,GW025045.3.2,1,,,,,,,
163.597,5/1/2020,GW025045.3.2,1,,,,,,,
163.685,6/1/2020,GW025045.3.2,1,,,,,,,
163.687,7/1/2020,GW025045.3.2,1,,,,,,,
163.764,8/1/2020,GW025045.3.2,1,,,,,,,
161.906,9/1/2020,GW025045.3.2,1,,,,,,,
161.402,10/1/2020,GW025045.3.2,1,,,,,,,
162.146,11/1/2020,GW025045.3.2,1,,,,,,,
161.033,12/1/2020,GW025045.3.2,1,,,,,,,
162.698,1/1/2021,GW025045.3.2,1,,,,,,,
160.632,2/1/2021,GW025045.3.2,1,,,,,,,
163.041,3/1/2021,GW025045.3.2,1,,,,,,,
163.481,4/1/2021,GW025045.3.2,1,,,,,,,
163.614,5/1/2021,GW025045.3.2,1,,,,,,,
163.721,6/1/2021,GW025045.3.2,1,,,,,,,
163.809,7/1/2021,GW025045.3.2,1,,,,,,,
163.877,8/1/2021,GW025045.3.2,1,,,,,,,
163.94,9/1/2021,GW025045.3.2,1,,,,,,,
164.007,10/1/2021,GW025045.3.2,1,,,,,,,
164.108,11/1/2021,GW025045.3.2,1,,,,,,,
163.974,12/1/2021,GW025045.3.2,1,,,,,,,
163.92,1/1/2022,GW025045.3.2,1,,,,,,,
163.789,2/1/2022,GW025045.3.2,1,,,,,,,
163.955,3/1/2022,GW025045.3.2,1,,,,,,,
164.371,4/1/2022,GW025045.3.2,1,,,,,,,
164.492,5/1/2022,GW025045.3.2,1,,,,,,,
147.441,2/1/2010,GW025245.1.1,1,,,,,,,
147.448,3/1/2010,GW025245.1.1,1,,,,,,,
147.437,4/1/2010,GW025245.1.1,1,,,,,,,
147.431,5/1/2010,GW025245.1.1,1,,,,,,,
147.423,6/1/2010,GW025245.1.1,1,,,,,,,
147.416,7/1/2010,GW025245.1.1,1,,,,,,,
147.407,8/1/2010,GW025245.1.1,1,,,,,,,
147.41,9/1/2010,GW025245.1.1,1,,,,,,,
147.408,10/1/2010,GW025245.1.1,1,,,,,,,
147.412,11/1/2010,GW025245.1.1,1,,,,,,,
147.42,12/1/2010,GW025245.1.1,1,,,,,,,
147.423,1/1/2011,GW025245.1.1,1,,,,,,,
147.422,2/1/2011,GW025245.1.1,1,,,,,,,
147.417,3/1/2011,GW025245.1.1,1,,,,,,,
147.412,4/1/2011,GW025245.1.1,1,,,,,,,
147.412,5/1/2011,GW025245.1.1,1,,,,,,,
147.408,6/1/2011,GW025245.1.1,1,,,,,,,
147.405,7/1/2011,GW025245.1.1,1,,,,,,,
147.401,8/1/2011,GW025245.1.1,1,,,,,,,
147.401,9/1/2011,GW025245.1.1,1,,,,,,,
147.407,10/1/2011,GW025245.1.1,1,,,,,,,
147.38,11/1/2011,GW025245.1.1,1,,,,,,,
147.371,12/1/2011,GW025245.1.1,1,,,,,,,
147.368,1/1/2012,GW025245.1.1,1,,,,,,,
147.364,2/1/2012,GW025245.1.1,1,,,,,,,
147.364,3/1/2012,GW025245.1.1,1,,,,,,,
147.36,4/1/2012,GW025245.1.1,1,,,,,,,
147.358,5/1/2012,GW025245.1.1,1,,,,,,,
147.358,6/1/2012,GW025245.1.1,1,,,,,,,
147.356,7/1/2012,GW025245.1.1,1,,,,,,,
147.355,8/1/2012,GW025245.1.1,1,,,,,,,
147.352,9/1/2012,GW025245.1.1,1,,,,,,,
147.347,10/1/2012,GW025245.1.1,1,,,,,,,
147.342,11/1/2012,GW025245.1.1,1,,,,,,,
147.336,12/1/2012,GW025245.1.1,1,,,,,,,
147.328,1/1/2013,GW025245.1.1,1,,,,,,,
147.319,2/1/2013,GW025245.1.1,1,,,,,,,
147.314,3/1/2013,GW025245.1.1,1,,,,,,,
