WaterLevel,Date
337.802,03/19/2017
337.798,03/20/2017
337.799,03/21/2017
337.805,03/22/2017
337.801,03/23/2017
337.809,03/24/2017
337.829,03/25/2017
337.84,03/26/2017
337.839,03/27/2017
337.838,03/28/2017
337.837,03/29/2017
337.842,03/30/2017
337.84,03/31/2017
337.829,04/01/2017
337.817,04/02/2017
337.809,04/03/2017
337.832,04/04/2017
337.846,04/05/2017
337.851,04/06/2017
337.85,04/07/2017
337.854,04/08/2017
337.871,04/09/2017
337.88,04/10/2017
337.874,04/11/2017
337.866,04/12/2017
337.861,04/13/2017
337.856,04/14/2017
337.852,04/15/2017
337.846,04/16/2017
337.841,04/17/2017
337.832,04/18/2017
337.82,04/19/2017
337.813,04/20/2017
337.811,04/21/2017
337.81,04/22/2017
337.813,04/23/2017
337.817,04/24/2017
337.825,04/25/2017
337.837,04/26/2017
337.824,04/27/2017
337.81,04/28/2017
337.803,04/29/2017
337.799,04/30/2017
337.796,05/01/2017
337.797,05/02/2017
337.788,05/03/2017
337.779,05/04/2017
337.774,05/05/2017
337.776,05/06/2017
337.777,05/07/2017
337.774,05/08/2017
337.775,05/09/2017
337.771,05/10/2017
337.77,05/11/2017
337.766,05/12/2017
337.77,05/13/2017
337.778,05/14/2017
337.783,05/15/2017
337.785,05/16/2017
337.79,05/17/2017
337.799,05/18/2017
337.804,05/19/2017
337.832,05/20/2017
337.828,05/21/2017
337.82,05/22/2017
337.819,05/23/2017
337.826,05/24/2017
337.804,05/25/2017
337.768,05/26/2017
337.779,05/27/2017
337.795,05/28/2017
337.811,05/29/2017
337.827,05/30/2017
337.815,05/31/2017
337.809,06/01/2017
337.81,06/02/2017
337.82,06/03/2017
337.837,06/04/2017
337.854,06/05/2017
337.872,06/06/2017
337.887,06/07/2017
337.898,06/08/2017
337.899,06/09/2017
337.892,06/10/2017
337.882,06/11/2017
337.883,06/12/2017
337.864,06/13/2017
337.855,06/14/2017
337.85,06/15/2017
337.844,06/16/2017
337.84,06/17/2017
337.829,06/18/2017
337.82,06/19/2017
337.814,06/20/2017
337.806,06/21/2017
337.744,06/22/2017
337.695,06/23/2017
337.719,06/24/2017
337.712,06/25/2017
337.71,06/26/2017
337.687,06/27/2017
337.675,06/28/2017
337.671,06/29/2017
337.647,06/30/2017
337.614,07/01/2017
337.611,07/02/2017
337.624,07/03/2017
337.639,07/04/2017
337.653,07/05/2017
337.668,07/06/2017
337.682,07/07/2017
337.697,07/08/2017
337.711,07/09/2017
337.726,07/10/2017
337.734,07/11/2017
337.734,07/12/2017
337.738,07/13/2017
337.745,07/14/2017
337.75,07/15/2017
337.748,07/16/2017
337.746,07/17/2017
337.749,07/18/2017
337.752,07/19/2017
337.746,07/20/2017
337.739,07/21/2017
337.733,07/22/2017
337.732,07/23/2017
337.73,07/24/2017
337.724,07/25/2017
337.723,07/26/2017
337.719,07/27/2017
337.719,07/28/2017
337.716,07/29/2017
337.715,07/30/2017
337.714,07/31/2017
337.706,08/01/2017
337.704,08/02/2017
337.71,08/03/2017
337.719,08/04/2017
337.709,08/05/2017
337.704,08/06/2017
337.703,08/07/2017
337.693,08/08/2017
337.685,08/09/2017
337.685,08/10/2017
337.686,08/11/2017
337.679,08/12/2017
337.674,08/13/2017
337.673,08/14/2017
337.675,08/15/2017
337.683,08/16/2017
337.676,08/17/2017
337.669,08/18/2017
337.659,08/19/2017
337.651,08/20/2017
337.65,08/21/2017
337.648,08/22/2017
337.642,08/23/2017
337.639,08/24/2017
337.629,08/25/2017
337.621,08/26/2017
337.621,08/27/2017
337.616,08/28/2017
337.608,08/29/2017
337.601,08/30/2017
337.592,08/31/2017
337.588,09/01/2017
337.586,09/02/2017
337.591,09/03/2017
337.592,09/04/2017
337.584,09/05/2017
337.575,09/06/2017
337.566,09/07/2017
337.559,09/08/2017
337.551,09/09/2017
337.546,09/10/2017
337.541,09/11/2017
337.538,09/12/2017
337.541,09/13/2017
337.533,09/14/2017
337.518,09/15/2017
337.512,09/16/2017
337.503,09/17/2017
337.492,09/18/2017
337.475,09/19/2017
337.467,09/20/2017
337.466,09/21/2017
337.465,09/22/2017
337.467,09/23/2017
337.472,09/24/2017
337.461,09/25/2017
337.447,09/26/2017
337.444,09/27/2017
337.441,09/28/2017
337.427,09/29/2017
337.418,09/30/2017
337.409,10/01/2017
337.405,10/02/2017
337.402,10/03/2017
337.396,10/04/2017
337.393,10/05/2017
337.389,10/06/2017
337.376,10/07/2017
337.372,10/08/2017
337.389,10/09/2017
337.371,10/10/2017
337.359,10/11/2017
337.36,10/12/2017
337.346,10/13/2017
337.336,10/14/2017
337.322,10/15/2017
337.313,10/16/2017
337.307,10/17/2017
337.3,10/18/2017
337.294,10/19/2017
337.302,10/20/2017
337.308,10/21/2017
337.299,10/22/2017
337.288,10/23/2017
337.273,10/24/2017
337.271,10/25/2017
337.279,10/26/2017
337.268,10/27/2017
337.256,10/28/2017
337.252,10/29/2017
337.251,10/30/2017
337.234,10/31/2017
337.229,11/01/2017
337.224,11/02/2017
337.219,11/03/2017
337.211,11/04/2017
337.205,11/05/2017
337.207,11/06/2017
337.195,11/07/2017
337.177,11/08/2017
337.166,11/09/2017
337.159,11/10/2017
337.155,11/11/2017
337.152,11/12/2017
337.148,11/13/2017
337.144,11/14/2017
337.141,11/15/2017
337.138,11/16/2017
337.133,11/17/2017
337.159,11/18/2017
337.145,11/19/2017
337.122,11/20/2017
337.11,11/21/2017
337.105,11/22/2017
337.101,11/23/2017
337.092,11/24/2017
337.085,11/25/2017
337.079,11/26/2017
337.073,11/27/2017
337.067,11/28/2017
337.058,11/29/2017
337.056,11/30/2017
337.051,12/01/2017
337.061,12/02/2017
337.075,12/03/2017
337.06,12/04/2017
337.053,12/05/2017
337.043,12/06/2017
337.029,12/07/2017
337.019,12/08/2017
337.001,12/09/2017
336.99,12/10/2017
336.986,12/11/2017
336.983,12/12/2017
336.981,12/13/2017
336.98,12/14/2017
336.975,12/15/2017
336.967,12/16/2017
336.961,12/17/2017
336.959,12/18/2017
336.958,12/19/2017
336.954,12/20/2017
336.947,12/21/2017
336.943,12/22/2017
336.941,12/23/2017
336.94,12/24/2017
336.934,12/25/2017
336.923,12/26/2017
336.917,12/27/2017
336.911,12/28/2017
336.909,12/29/2017
336.919,12/30/2017
336.912,12/31/2017
336.908,01/01/2018
336.903,01/02/2018
336.891,01/03/2018
336.875,01/04/2018
336.869,01/05/2018
336.862,01/06/2018
336.858,01/07/2018
336.855,01/08/2018
336.852,01/09/2018
336.849,01/10/2018
336.843,01/11/2018
336.843,01/12/2018
336.847,01/13/2018
336.838,01/14/2018
336.822,01/15/2018
336.813,01/16/2018
336.806,01/17/2018
336.802,01/18/2018
336.801,01/19/2018
336.8,01/20/2018
336.797,01/21/2018
336.795,01/22/2018
336.792,01/23/2018
336.788,01/24/2018
336.783,01/25/2018
336.784,01/26/2018
336.784,01/27/2018
336.766,01/28/2018
336.762,01/29/2018
336.757,01/30/2018
336.753,01/31/2018
336.736,02/01/2018
336.728,02/02/2018
336.717,02/03/2018
336.708,02/04/2018
336.704,02/05/2018
336.701,02/06/2018
336.699,02/07/2018
336.699,02/08/2018
336.701,02/09/2018
336.705,02/10/2018
336.706,02/11/2018
336.7,02/12/2018
336.693,02/13/2018
336.688,02/14/2018
336.68,02/15/2018
336.678,02/16/2018
336.672,02/17/2018
336.669,02/18/2018
336.672,02/19/2018
336.67,02/20/2018
336.65,02/21/2018
336.644,02/22/2018
336.641,02/23/2018
336.64,02/24/2018
336.648,02/25/2018
336.642,02/26/2018
336.613,02/27/2018
336.605,02/28/2018
336.604,03/01/2018
336.598,03/02/2018
336.594,03/03/2018
336.588,03/04/2018
336.586,03/05/2018
336.575,03/06/2018
336.565,03/07/2018
336.561,03/08/2018
336.558,03/09/2018
336.554,03/10/2018
336.556,03/11/2018
336.561,03/12/2018
336.559,03/13/2018
336.557,03/14/2018
336.564,03/15/2018
336.559,03/16/2018
336.553,03/17/2018
336.55,03/18/2018
336.546,03/19/2018
336.54,03/20/2018
336.531,03/21/2018
336.527,03/22/2018
336.527,03/23/2018
336.527,03/24/2018
336.532,03/25/2018
336.536,03/26/2018
336.524,03/27/2018
336.516,03/28/2018
336.513,03/29/2018
336.51,03/30/2018
336.504,03/31/2018
336.5,04/01/2018
336.497,04/02/2018
336.491,04/03/2018
336.489,04/04/2018
336.487,04/05/2018
336.484,04/06/2018
336.477,04/07/2018
336.473,04/08/2018
336.471,04/09/2018
336.468,04/10/2018
336.462,04/11/2018
336.461,04/12/2018
336.464,04/13/2018
336.474,04/14/2018
336.471,04/15/2018
336.456,04/16/2018
336.448,04/17/2018
336.442,04/18/2018
336.441,04/19/2018
336.439,04/20/2018
336.434,04/21/2018
336.43,04/22/2018
336.43,04/23/2018
336.43,04/24/2018
336.433,04/25/2018
336.433,04/26/2018
336.424,04/27/2018
336.419,04/28/2018
336.415,04/29/2018
336.412,04/30/2018
336.408,05/01/2018
336.41,05/02/2018
336.409,05/03/2018
336.408,05/04/2018
336.392,05/05/2018
336.386,05/06/2018
336.388,05/07/2018
336.39,05/08/2018
336.389,05/09/2018
336.396,05/10/2018
336.392,05/11/2018
336.387,05/12/2018
336.377,05/13/2018
336.369,05/14/2018
336.367,05/15/2018
336.362,05/16/2018
336.359,05/17/2018
336.36,05/18/2018
336.359,05/19/2018
336.356,05/20/2018
336.354,05/21/2018
336.353,05/22/2018
336.35,05/23/2018
336.348,05/24/2018
336.343,05/25/2018
336.335,05/26/2018
336.334,05/27/2018
336.334,05/28/2018
336.336,05/29/2018
336.334,05/30/2018
336.326,05/31/2018
336.323,06/01/2018
336.325,06/02/2018
336.325,06/03/2018
336.323,06/04/2018
336.314,06/05/2018
336.305,06/06/2018
336.3,06/07/2018
336.301,06/08/2018
336.304,06/09/2018
336.303,06/10/2018
336.302,06/11/2018
336.313,06/12/2018
336.317,06/13/2018
336.305,06/14/2018
336.298,06/15/2018
336.298,06/16/2018
336.299,06/17/2018
336.297,06/18/2018
336.294,06/19/2018
336.29,06/20/2018
336.287,06/21/2018
336.286,06/22/2018
336.288,06/23/2018
336.288,06/24/2018
336.285,06/25/2018
336.281,06/26/2018
336.284,06/27/2018
336.294,06/28/2018
336.297,06/29/2018
336.293,06/30/2018
336.287,07/01/2018
336.287,07/02/2018
336.287,07/03/2018
336.288,07/04/2018
336.293,07/05/2018
336.304,07/06/2018
336.305,07/07/2018
336.293,07/08/2018
336.288,07/09/2018
336.284,07/10/2018
336.287,07/11/2018
336.292,07/12/2018
336.293,07/13/2018
336.293,07/14/2018
336.295,07/15/2018
336.298,07/16/2018
336.294,07/17/2018
336.293,07/18/2018
336.294,07/19/2018
336.302,07/20/2018
336.288,07/21/2018
336.288,07/22/2018
336.293,07/23/2018
336.297,07/24/2018
336.295,07/25/2018
336.293,07/26/2018
336.297,07/27/2018
336.296,07/28/2018
336.302,07/29/2018
336.292,07/30/2018
336.287,07/31/2018
336.286,08/01/2018
336.283,08/02/2018
336.288,08/03/2018
336.288,08/04/2018
336.289,08/05/2018
336.301,08/06/2018
336.295,08/07/2018
336.284,08/08/2018
336.275,08/09/2018
336.275,08/10/2018
336.285,08/11/2018
336.281,08/12/2018
336.272,08/13/2018
336.272,08/14/2018
336.279,08/15/2018
336.288,08/16/2018
336.286,08/17/2018
336.284,08/18/2018
336.278,08/19/2018
336.269,08/20/2018
336.269,08/21/2018
336.266,08/22/2018
336.259,08/23/2018
336.254,08/24/2018
336.252,08/25/2018
336.264,08/26/2018
336.255,08/27/2018
336.245,08/28/2018
336.242,08/29/2018
336.239,08/30/2018
336.251,08/31/2018
336.248,09/01/2018
336.236,09/02/2018
336.227,09/03/2018
336.225,09/04/2018
336.226,09/05/2018
336.226,09/06/2018
336.233,09/07/2018
336.229,09/08/2018
336.214,09/09/2018
336.206,09/10/2018
336.208,09/11/2018
336.214,09/12/2018
336.213,09/13/2018
336.212,09/14/2018
336.221,09/15/2018
336.213,09/16/2018
336.202,09/17/2018
336.205,09/18/2018
336.214,09/19/2018
336.205,09/20/2018
336.189,09/21/2018
336.186,09/22/2018
336.189,09/23/2018
336.188,09/24/2018
336.195,09/25/2018
336.203,09/26/2018
336.193,09/27/2018
336.186,09/28/2018
336.175,09/29/2018
336.163,09/30/2018
336.159,10/01/2018
336.16,10/02/2018
336.167,10/03/2018
336.173,10/04/2018
336.167,10/05/2018
336.16,10/06/2018
336.157,10/07/2018
336.159,10/08/2018
336.162,10/09/2018
336.163,10/10/2018
336.155,10/11/2018
336.142,10/12/2018
336.14,10/13/2018
336.137,10/14/2018
336.136,10/15/2018
336.138,10/16/2018
336.144,10/17/2018
336.144,10/18/2018
336.131,10/19/2018
336.132,10/20/2018
336.138,10/21/2018
336.13,10/22/2018
336.124,10/23/2018
336.119,10/24/2018
336.114,10/25/2018
336.114,10/26/2018
336.115,10/27/2018
336.112,10/28/2018
336.106,10/29/2018
336.099,10/30/2018
336.097,10/31/2018
336.092,11/01/2018
336.092,11/02/2018
336.098,11/03/2018
336.101,11/04/2018
336.099,11/05/2018
336.099,11/06/2018
336.098,11/07/2018
336.089,11/08/2018
336.071,11/09/2018
336.069,11/10/2018
336.064,11/11/2018
336.06,11/12/2018
336.062,11/13/2018
336.061,11/14/2018
336.057,11/15/2018
336.056,11/16/2018
336.055,11/17/2018
336.048,11/18/2018
336.046,11/19/2018
336.056,11/20/2018
336.074,11/21/2018
336.084,11/22/2018
336.062,11/23/2018
336.052,11/24/2018
336.05,11/25/2018
336.044,11/26/2018
336.038,11/27/2018
336.045,11/28/2018
336.031,11/29/2018
336.022,11/30/2018
336.02,12/01/2018
336.027,12/02/2018
336.018,12/03/2018
336.011,12/04/2018
336.001,12/05/2018
335.992,12/06/2018
335.991,12/07/2018
335.991,12/08/2018
335.994,12/09/2018
335.996,12/10/2018
335.992,12/11/2018
335.984,12/12/2018
335.986,12/13/2018
335.991,12/14/2018
335.979,12/15/2018
335.971,12/16/2018
335.964,12/17/2018
335.959,12/18/2018
335.957,12/19/2018
335.959,12/20/2018
335.964,12/21/2018
335.944,12/22/2018
335.931,12/23/2018
335.926,12/24/2018
335.925,12/25/2018
335.923,12/26/2018
335.919,12/27/2018
335.918,12/28/2018
335.92,12/29/2018
335.921,12/30/2018
335.921,12/31/2018
335.922,01/01/2019
335.922,01/02/2019
335.923,01/03/2019
335.923,01/04/2019
335.923,01/05/2019
335.924,01/06/2019
335.924,01/07/2019
335.925,01/08/2019
335.925,01/09/2019
335.926,01/10/2019
335.926,01/11/2019
335.926,01/12/2019
335.927,01/13/2019
335.927,01/14/2019
335.928,01/15/2019
335.919,01/16/2019
