WaterLevel,Date
298.713,5/8/2017
298.715,5/9/2017
298.718,5/10/2017
298.72,5/11/2017
298.72,5/12/2017
298.724,5/13/2017
298.73,5/14/2017
298.738,5/15/2017
298.737,5/16/2017
298.733,5/17/2017
298.73,5/18/2017
298.734,5/19/2017
298.753,5/20/2017
298.757,5/21/2017
298.756,5/22/2017
298.758,5/23/2017
298.767,5/24/2017
298.765,5/25/2017
298.764,5/26/2017
298.765,5/27/2017
298.773,5/28/2017
298.768,5/29/2017
298.76,5/30/2017
298.758,5/31/2017
298.749,6/1/2017
298.748,6/2/2017
298.753,6/3/2017
298.759,6/4/2017
298.765,6/5/2017
298.769,6/6/2017
298.773,6/7/2017
298.77,6/8/2017
298.767,6/9/2017
298.762,6/10/2017
298.763,6/11/2017
298.775,6/12/2017
298.775,6/13/2017
298.772,6/14/2017
298.774,6/15/2017
298.774,6/16/2017
298.774,6/17/2017
298.774,6/18/2017
298.774,6/19/2017
298.774,6/20/2017
298.777,6/21/2017
298.786,6/22/2017
298.786,6/23/2017
298.786,6/24/2017
298.785,6/25/2017
298.775,6/26/2017
298.77,6/27/2017
298.774,6/28/2017
298.784,6/29/2017
298.783,6/30/2017
298.776,7/1/2017
298.78,7/2/2017
298.792,7/3/2017
298.802,7/4/2017
298.801,7/5/2017
298.803,7/6/2017
298.804,7/7/2017
298.8,7/8/2017
298.794,7/9/2017
298.785,7/10/2017
298.78,7/11/2017
298.777,7/12/2017
298.778,7/13/2017
298.778,7/14/2017
298.778,7/15/2017
298.778,7/16/2017
298.78,7/17/2017
298.805,7/18/2017
298.817,7/19/2017
298.811,7/20/2017
298.806,7/21/2017
298.809,7/22/2017
298.809,7/23/2017
298.809,7/24/2017
298.809,7/25/2017
298.804,7/26/2017
298.804,7/27/2017
298.807,7/28/2017
298.802,7/29/2017
298.805,7/30/2017
298.805,7/31/2017
298.794,8/1/2017
298.795,8/2/2017
298.808,8/3/2017
298.823,8/4/2017
298.82,8/5/2017
298.819,8/6/2017
298.822,8/7/2017
298.81,8/8/2017
298.804,8/9/2017
298.808,8/10/2017
298.813,8/11/2017
298.807,8/12/2017
298.804,8/13/2017
298.807,8/14/2017
298.815,8/15/2017
298.829,8/16/2017
298.822,8/17/2017
298.817,8/18/2017
298.808,8/19/2017
298.801,8/20/2017
298.805,8/21/2017
298.809,8/22/2017
298.805,8/23/2017
298.808,8/24/2017
298.8,8/25/2017
298.796,8/26/2017
298.804,8/27/2017
298.804,8/28/2017
298.8,8/29/2017
298.797,8/30/2017
298.791,8/31/2017
298.792,9/1/2017
298.794,9/2/2017
298.804,9/3/2017
298.809,9/4/2017
298.804,9/5/2017
298.795,9/6/2017
298.79,9/7/2017
298.789,9/8/2017
298.786,9/9/2017
298.787,9/10/2017
298.788,9/11/2017
298.791,9/12/2017
298.803,9/13/2017
298.798,9/14/2017
298.782,9/15/2017
298.78,9/16/2017
298.775,9/17/2017
298.773,9/18/2017
298.781,9/19/2017
298.777,9/20/2017
298.778,9/21/2017
298.779,9/22/2017
298.784,9/23/2017
298.79,9/24/2017
298.783,9/25/2017
298.772,9/26/2017
298.775,9/27/2017
298.777,9/28/2017
298.768,9/29/2017
298.765,9/30/2017
298.756,10/1/2017
298.752,10/2/2017
298.752,10/3/2017
298.754,10/4/2017
298.758,10/5/2017
298.761,10/6/2017
298.752,10/7/2017
298.75,10/8/2017
298.765,10/9/2017
298.767,10/10/2017
298.763,10/11/2017
298.763,10/12/2017
298.755,10/13/2017
298.751,10/14/2017
298.742,10/15/2017
298.735,10/16/2017
298.732,10/17/2017
298.727,10/18/2017
298.725,10/19/2017
298.734,10/20/2017
298.743,10/21/2017
298.747,10/22/2017
298.743,10/23/2017
298.734,10/24/2017
298.738,10/25/2017
298.751,10/26/2017
298.745,10/27/2017
298.737,10/28/2017
298.738,10/29/2017
298.74,10/30/2017
298.723,10/31/2017
298.721,11/1/2017
298.72,11/2/2017
298.717,11/3/2017
298.71,11/4/2017
298.704,11/5/2017
298.714,11/6/2017
298.715,11/7/2017
298.7,11/8/2017
298.691,11/9/2017
298.687,11/10/2017
298.686,11/11/2017
298.687,11/12/2017
298.686,11/13/2017
298.686,11/14/2017
298.689,11/15/2017
298.69,11/16/2017
298.691,11/17/2017
298.699,11/18/2017
298.7,11/19/2017
298.693,11/20/2017
298.692,11/21/2017
298.695,11/22/2017
298.697,11/23/2017
298.695,11/24/2017
298.693,11/25/2017
298.692,11/26/2017
298.691,11/27/2017
298.688,11/28/2017
298.684,11/29/2017
298.685,11/30/2017
298.687,12/1/2017
298.696,12/2/2017
298.707,12/3/2017
298.707,12/4/2017
298.71,12/5/2017
298.708,12/6/2017
298.7,12/7/2017
298.694,12/8/2017
298.679,12/9/2017
298.67,12/10/2017
298.669,12/11/2017
298.67,12/12/2017
298.67,12/13/2017
298.672,12/14/2017
298.669,12/15/2017
298.661,12/16/2017
298.658,12/17/2017
298.658,12/18/2017
298.654,12/19/2017
298.664,12/20/2017
298.671,12/21/2017
298.674,12/22/2017
298.679,12/23/2017
298.681,12/24/2017
298.676,12/25/2017
298.666,12/26/2017
298.661,12/27/2017
298.657,12/28/2017
298.657,12/29/2017
298.67,12/30/2017
298.676,12/31/2017
298.676,1/1/2018
298.674,1/2/2018
298.663,1/3/2018
298.647,1/4/2018
298.639,1/5/2018
298.632,1/6/2018
298.629,1/7/2018
298.626,1/8/2018
298.623,1/9/2018
298.618,1/10/2018
298.613,1/11/2018
298.624,1/12/2018
298.633,1/13/2018
298.625,1/14/2018
298.608,1/15/2018
298.598,1/16/2018
298.591,1/17/2018
298.587,1/18/2018
298.588,1/19/2018
298.588,1/20/2018
298.585,1/21/2018
298.582,1/22/2018
298.578,1/23/2018
298.574,1/24/2018
298.57,1/25/2018
298.565,1/26/2018
298.564,1/27/2018
298.56,1/28/2018
298.558,1/29/2018
298.561,1/30/2018
298.561,1/31/2018
298.546,2/1/2018
298.536,2/2/2018
298.528,2/3/2018
298.52,2/4/2018
298.518,2/5/2018
298.517,2/6/2018
298.512,2/7/2018
298.511,2/8/2018
298.514,2/9/2018
298.52,2/10/2018
298.523,2/11/2018
298.518,2/12/2018
298.511,2/13/2018
298.506,2/14/2018
298.499,2/15/2018
298.498,2/16/2018
298.493,2/17/2018
298.491,2/18/2018
298.492,2/19/2018
298.492,2/20/2018
298.485,2/21/2018
298.483,2/22/2018
298.482,2/23/2018
298.483,2/24/2018
298.491,2/25/2018
298.5,2/26/2018
298.489,2/27/2018
298.488,2/28/2018
298.49,3/1/2018
298.486,3/2/2018
298.484,3/3/2018
298.478,3/4/2018
298.478,3/5/2018
298.469,3/6/2018
298.46,3/7/2018
298.455,3/8/2018
298.45,3/9/2018
298.446,3/10/2018
298.448,3/11/2018
298.453,3/12/2018
298.451,3/13/2018
298.444,3/14/2018
298.447,3/15/2018
298.445,3/16/2018
298.44,3/17/2018
298.439,3/18/2018
298.436,3/19/2018
298.43,3/20/2018
298.421,3/21/2018
298.417,3/22/2018
298.417,3/23/2018
298.419,3/24/2018
298.426,3/25/2018
298.431,3/26/2018
298.422,3/27/2018
298.415,3/28/2018
298.414,3/29/2018
298.413,3/30/2018
298.408,3/31/2018
298.405,4/1/2018
298.404,4/2/2018
298.402,4/3/2018
298.399,4/4/2018
298.398,4/5/2018
298.395,4/6/2018
298.389,4/7/2018
298.385,4/8/2018
298.384,4/9/2018
298.381,4/10/2018
298.377,4/11/2018
298.376,4/12/2018
298.38,4/13/2018
298.389,4/14/2018
298.388,4/15/2018
298.377,4/16/2018
298.368,4/17/2018
298.362,4/18/2018
298.361,4/19/2018
298.361,4/20/2018
298.358,4/21/2018
298.355,4/22/2018
298.355,4/23/2018
298.356,4/24/2018
298.359,4/25/2018
298.358,4/26/2018
298.348,4/27/2018
298.341,4/28/2018
298.338,4/29/2018
298.334,4/30/2018
298.331,5/1/2018
298.335,5/2/2018
298.338,5/3/2018
298.34,5/4/2018
298.324,5/5/2018
298.318,5/6/2018
298.322,5/7/2018
298.326,5/8/2018
298.328,5/9/2018
298.338,5/10/2018
298.336,5/11/2018
298.335,5/12/2018
298.325,5/13/2018
298.318,5/14/2018
298.317,5/15/2018
298.314,5/16/2018
298.312,5/17/2018
298.315,5/18/2018
298.315,5/19/2018
298.315,5/20/2018
298.311,5/21/2018
298.312,5/22/2018
298.309,5/23/2018
298.309,5/24/2018
298.305,5/25/2018
298.3,5/26/2018
298.301,5/27/2018
298.305,5/28/2018
298.311,5/29/2018
298.313,5/30/2018
298.308,5/31/2018
298.307,6/1/2018
298.311,6/2/2018
298.314,6/3/2018
298.313,6/4/2018
298.305,6/5/2018
298.298,6/6/2018
298.295,6/7/2018
298.298,6/8/2018
298.305,6/9/2018
298.309,6/10/2018
298.311,6/11/2018
298.322,6/12/2018
298.326,6/13/2018
298.318,6/14/2018
298.312,6/15/2018
298.311,6/16/2018
298.313,6/17/2018
298.311,6/18/2018
298.305,6/19/2018
298.299,6/20/2018
298.297,6/21/2018
298.296,6/22/2018
298.298,6/23/2018
298.299,6/24/2018
298.295,6/25/2018
298.29,6/26/2018
298.293,6/27/2018
298.302,6/28/2018
298.178,6/29/2018
298.222,6/30/2018
298.256,7/1/2018
298.269,7/2/2018
298.276,7/3/2018
298.282,7/4/2018
298.291,7/5/2018
298.305,7/6/2018
298.308,7/7/2018
298.299,7/8/2018
298.295,7/9/2018
298.292,7/10/2018
298.297,7/11/2018
298.303,7/12/2018
298.305,7/13/2018
298.305,7/14/2018
298.308,7/15/2018
298.311,7/16/2018
298.306,7/17/2018
298.305,7/18/2018
298.307,7/19/2018
298.315,7/20/2018
298.3,7/21/2018
298.299,7/22/2018
298.304,7/23/2018
298.309,7/24/2018
298.308,7/25/2018
298.306,7/26/2018
298.311,7/27/2018
298.311,7/28/2018
298.318,7/29/2018
298.308,7/30/2018
298.303,7/31/2018
298.302,8/1/2018
298.299,8/2/2018
298.306,8/3/2018
298.308,8/4/2018
298.308,8/5/2018
298.321,8/6/2018
298.318,8/7/2018
298.311,8/8/2018
298.303,8/9/2018
298.299,8/10/2018
298.311,8/11/2018
298.309,8/12/2018
298.298,8/13/2018
298.296,8/14/2018
298.305,8/15/2018
298.315,8/16/2018
298.314,8/17/2018
298.313,8/18/2018
298.31,8/19/2018
298.304,8/20/2018
298.305,8/21/2018
298.309,8/22/2018
298.306,8/23/2018
298.302,8/24/2018
298.302,8/25/2018
298.312,8/26/2018
298.312,8/27/2018
298.309,8/28/2018
298.309,8/29/2018
298.307,8/30/2018
298.321,8/31/2018
298.319,9/1/2018
298.308,9/2/2018
298.3,9/3/2018
298.303,9/4/2018
298.305,9/5/2018
298.313,9/6/2018
298.325,9/7/2018
298.329,9/8/2018
298.316,9/9/2018
298.308,9/10/2018
298.31,9/11/2018
298.315,9/12/2018
298.315,9/13/2018
298.314,9/14/2018
298.323,9/15/2018
298.314,9/16/2018
298.302,9/17/2018
298.305,9/18/2018
298.315,9/19/2018
298.307,9/20/2018
298.29,9/21/2018
298.286,9/22/2018
298.29,9/23/2018
298.288,9/24/2018
298.288,9/25/2018
298.296,9/26/2018
298.298,9/27/2018
298.299,9/28/2018
298.295,9/29/2018
298.281,9/30/2018
298.277,10/1/2018
298.279,10/2/2018
298.286,10/3/2018
298.293,10/4/2018
298.288,10/5/2018
298.283,10/6/2018
298.28,10/7/2018
298.283,10/8/2018
298.287,10/9/2018
298.288,10/10/2018
298.283,10/11/2018
298.275,10/12/2018
298.273,10/13/2018
298.27,10/14/2018
298.269,10/15/2018
298.271,10/16/2018
298.281,10/17/2018
298.295,10/18/2018
298.293,10/19/2018
298.296,10/20/2018
298.297,10/21/2018
298.294,10/22/2018
298.292,10/23/2018
298.288,10/24/2018
298.283,10/25/2018
298.283,10/26/2018
298.284,10/27/2018
298.281,10/28/2018
298.275,10/29/2018
298.266,10/30/2018
298.263,10/31/2018
298.257,11/1/2018
298.256,11/2/2018
298.26,11/3/2018
298.263,11/4/2018
298.263,11/5/2018
298.264,11/6/2018
298.263,11/7/2018
298.254,11/8/2018
298.241,11/9/2018
298.242,11/10/2018
298.236,11/11/2018
298.231,11/12/2018
298.232,11/13/2018
298.231,11/14/2018
298.227,11/15/2018
298.225,11/16/2018
298.224,11/17/2018
298.217,11/18/2018
298.214,11/19/2018
298.221,11/20/2018
298.233,11/21/2018
298.243,11/22/2018
298.232,11/23/2018
298.226,11/24/2018
298.226,11/25/2018
298.221,11/26/2018
298.214,11/27/2018
298.223,11/28/2018
298.211,11/29/2018
298.202,11/30/2018
298.199,12/1/2018
298.208,12/2/2018
298.201,12/3/2018
298.194,12/4/2018
298.188,12/5/2018
298.183,12/6/2018
298.183,12/7/2018
298.185,12/8/2018
298.189,12/9/2018
298.191,12/10/2018
298.185,12/11/2018
298.189,12/12/2018
298.203,12/13/2018
298.22,12/14/2018
298.211,12/15/2018
298.208,12/16/2018
298.206,12/17/2018
298.199,12/18/2018
298.193,12/19/2018
298.197,12/20/2018
298.2,12/21/2018
298.187,12/22/2018
298.167,12/23/2018
298.159,12/24/2018
298.158,12/25/2018
298.16,12/26/2018
298.161,12/27/2018
298.167,12/28/2018
298.173,12/29/2018
298.173,12/30/2018
298.184,12/31/2018
298.192,1/1/2019
298.194,1/2/2019
298.193,1/3/2019
298.186,1/4/2019
298.181,1/5/2019
298.174,1/6/2019
298.163,1/7/2019
298.158,1/8/2019
298.148,1/9/2019
298.133,1/10/2019
298.125,1/11/2019
298.121,1/12/2019
298.117,1/13/2019
298.113,1/14/2019
298.11,1/15/2019
298.112,1/16/2019
298.111,1/17/2019
298.106,1/18/2019
298.098,1/19/2019
298.092,1/20/2019
298.096,1/21/2019
298.098,1/22/2019
298.098,1/23/2019
298.094,1/24/2019
298.092,1/25/2019
298.094,1/26/2019
298.093,1/27/2019
298.085,1/28/2019
298.08,1/29/2019
298.077,1/30/2019
298.076,1/31/2019
298.068,2/1/2019
298.064,2/2/2019
298.065,2/3/2019
298.066,2/4/2019
298.065,2/5/2019
298.06,2/6/2019
298.057,2/7/2019
298.062,2/8/2019
298.068,2/9/2019
298.06,2/10/2019
298.057,2/11/2019
298.059,2/12/2019
298.055,2/13/2019
298.034,2/14/2019
298.021,2/15/2019
298.02,2/16/2019
298.026,2/17/2019
298.029,2/18/2019
298.032,2/19/2019
298.029,2/20/2019
298.02,2/21/2019
298.008,2/22/2019
297.999,2/23/2019
297.989,2/24/2019
297.984,2/25/2019
297.987,2/26/2019
297.988,2/27/2019
297.982,2/28/2019
297.978,3/1/2019
297.976,3/2/2019
297.975,3/3/2019
297.974,3/4/2019
297.977,3/5/2019
297.983,3/6/2019
297.973,3/7/2019
297.965,3/8/2019
297.965,3/9/2019
297.969,3/10/2019
297.974,3/11/2019
297.973,3/12/2019
297.965,3/13/2019
297.963,3/14/2019
297.961,3/15/2019
297.952,3/16/2019
297.951,3/17/2019
297.955,3/18/2019
297.956,3/19/2019
297.951,3/20/2019
297.946,3/21/2019
297.941,3/22/2019
297.943,3/23/2019
297.944,3/24/2019
297.941,3/25/2019
297.934,3/26/2019
297.925,3/27/2019
297.923,3/28/2019
