Date,residual,fitted
2017-06-13,0.0014953613,0.7784544
2017-06-14,0.0021362305,0.7759615
2017-06-15,0.002380371,0.77454054
2017-06-16,0.0028686523,0.7728945
2017-06-17,0.0032653809,0.7718078
2017-06-18,0.003692627,0.76865304
2017-06-19,0.0038452148,0.7660152
2017-06-20,0.0040893555,0.7642852
2017-06-21,0.004699707,0.7620832
2017-06-22,0.0070495605,0.7442633
2017-06-23,0.0087890625,0.73014367
2017-06-24,0.008178711,0.7371365
2017-06-25,0.008148193,0.73503363
2017-06-26,0.008270264,0.73447
2017-06-27,0.009063721,0.7278358
2017-06-28,0.009307861,0.7243234
2017-06-29,0.009185791,0.72309077
2017-06-30,0.010009766,0.71616614
2017-07-01,0.011016846,0.7066065
2017-07-02,0.011138916,0.7057487
2017-07-03,0.010894775,0.7095624
2017-07-04,0.0105896,0.71395266
2017-07-05,0.010314941,0.7180487
2017-07-06,0.009979248,0.7224294
2017-07-07,0.009643555,0.72651637
2017-07-08,0.009277344,0.73088753
2017-07-09,0.008972168,0.7349707
2017-07-10,0.008544922,0.7393328
2017-07-11,3.0517578e-05,0.7391783
2017-07-12,-0.00012207031,0.73913443
2017-07-13,-0.00012207031,0.74033034
2017-07-14,-0.00012207031,0.74241173
2017-07-15,-0.00015258789,0.74390185
2017-07-16,-0.00015258789,0.74330485
2017-07-17,-0.00015258789,0.7427107
2017-07-18,-0.00018310547,0.7436038
2017-07-19,-0.00015258789,0.74450076
2017-07-20,-0.00012207031,0.7427136
2017-07-21,-0.00012207031,0.74062884
2017-07-22,-9.1552734e-05,0.73884165
2017-07-23,-6.1035156e-05,0.7385465
2017-07-24,-6.1035156e-05,0.7379538
2017-07-25,-3.0517578e-05,0.73616517
2017-07-26,-6.1035156e-05,0.73587
2017-07-27,-3.0517578e-05,0.7346841
2017-07-28,0.0,0.73468935
2017-07-29,3.0517578e-05,0.7337967
2017-07-30,6.1035156e-05,0.73350394
2017-07-31,3.0517578e-05,0.7332102
2017-08-01,6.1035156e-05,0.73082745
2017-08-02,0.00012207031,0.7302419
2017-08-03,0.00015258789,0.73204434
2017-08-04,0.00015258789,0.7347361
2017-08-05,0.00018310547,0.7317592
2017-08-06,0.00021362305,0.73027337
2017-08-07,0.0002746582,0.7299844
2017-08-08,0.0002746582,0.7270061
2017-08-09,0.00033569336,0.7246262
2017-08-10,0.00036621094,0.7246381
2017-08-11,0.0004272461,0.7249514
2017-08-12,0.0004272461,0.72287
2017-08-13,-0.0005187988,0.7210914
2017-08-14,0.0005187988,0.72110045
2017-08-15,0.000579834,0.72171366
2017-08-16,0.00061035156,0.7241188
2017-08-17,0.0006713867,0.72203934
2017-08-18,0.0007324219,0.7199656
2017-08-19,0.00076293945,0.71698725
2017-08-20,0.00079345703,0.71460545
2017-08-21,0.0008544922,0.7143303
2017-08-22,0.00091552734,0.7137443
2017-08-23,0.0009765625,0.7119676
2017-08-24,0.0010375977,0.71109164
2017-08-25,0.0010986328,0.70812
2017-08-26,0.0011291504,0.70574534
2017-08-27,0.0011901855,0.7057644
2017-08-28,0.0012512207,0.7042867
2017-08-29,0.0013122559,0.701913
2017-08-30,0.001373291,0.6998421
2017-08-31,0.0014343262,0.69717085
2017-09-01,0.0014953613,0.69599164
2017-09-02,0.0015869141,0.69541943
2017-09-03,0.0016479492,0.6969377
2017-09-04,0.001739502,0.6972619
2017-09-05,0.0018005371,0.69488966
2017-09-06,0.0018615723,0.69222033
2017-09-07,0.0019226074,0.6895534
2017-09-08,0.0020141602,0.68748724
2017-09-09,0.002105713,0.6851226
2017-09-10,0.002166748,0.68364966
2017-09-11,0.0022583008,0.6821834
2017-09-12,0.0023498535,0.68131745
2017-09-13,0.0024414062,0.68223965
2017-09-14,0.002532959,0.67987645
2017-09-15,0.0026245117,0.67541707
2017-09-16,0.0027160645,0.67365754
2017-09-17,0.0028076172,0.6709944
2017-09-18,0.0025634766,0.667626
2017-09-19,0.0020446777,0.6623975
2017-09-20,0.0020141602,0.65999806
2017-09-21,0.0019836426,0.6596924
2017-09-22,0.0020141602,0.6593977
2017-09-23,0.0020446777,0.66000426
2017-09-24,0.0020141602,0.66149485
2017-09-25,0.0020446777,0.6582123
2017-09-26,0.001953125,0.6540085
2017-09-27,0.0020141602,0.65312254
2017-09-28,0.0019836426,0.6522237
2017-09-29,0.001953125,0.6480266
2017-09-30,0.0019226074,0.6453296
2017-10-01,0.0018615723,0.6426221
2017-10-02,0.0018615723,0.6414219
2017-10-03,0.0018310547,0.6405221
2017-10-04,0.0018310547,0.638723
2017-10-05,0.0018005371,0.6378223
2017-10-06,0.0017700195,0.636623
2017-10-07,0.001739502,0.63272965
2017-10-08,0.0017089844,0.6315266
2017-10-09,0.0017700195,0.63661826
2017-10-10,0.0017089844,0.6312214
2017-10-11,0.0016479492,0.6276213
2017-10-12,0.0016784668,0.6279279
2017-10-13,0.0016174316,0.62372935
2017-10-14,0.0015869141,0.6207305
2017-10-15,0.0015258789,0.61653006
2017-10-16,0.0014953613,0.61383164
2017-10-17,0.0014953613,0.61203444
2017-10-18,0.0014648438,0.6099373
2017-10-19,0.0014343262,0.6081358
2017-10-20,0.0014648438,0.61053145
2017-10-21,0.0014953613,0.6123353
2017-10-22,0.0014343262,0.60963166
2017-10-23,0.0014038086,0.60633576
2017-10-24,0.0013427734,0.6018392
2017-10-25,0.0013427734,0.6012374
2017-10-26,0.001373291,0.6036397
2017-10-27,0.0013427734,0.60033715
2017-10-28,0.0012817383,0.59674275
2017-10-29,0.0012817383,0.5955454
2017-10-30,0.0012817383,0.595245
2017-10-31,0.0012207031,0.5901462
2017-11-01,0.0012207031,0.5886508
2017-11-02,0.0011901855,0.5871469
2017-11-03,0.001159668,0.58565104
2017-11-04,0.001159668,0.5832521
2017-11-05,0.0011291504,0.5814558
2017-11-06,0.001159668,0.58205616
2017-11-07,0.0010986328,0.57846034
2017-11-08,0.0010375977,0.5730635
2017-11-09,0.0010070801,0.56977
2017-11-10,0.0010070801,0.56767094
2017-11-11,0.0009765625,0.5664698
2017-11-12,0.0009765625,0.56557477
2017-11-13,0.0009765625,0.5643798
2017-11-14,0.0009460449,0.5631734
2017-11-15,0.0009460449,0.56228316
2017-11-16,0.0009765625,0.5613848
2017-11-17,0.0009460449,0.55988705
2017-11-18,0.0010375977,0.5676824
2017-11-19,0.0010070801,0.5634905
2017-11-20,0.00091552734,0.5565959
2017-11-21,0.00091552734,0.5530058
2017-11-22,0.00091552734,0.55151
2017-11-23,0.00091552734,0.5503155
2017-11-24,0.00088500977,0.5476233
2017-11-25,0.00091552734,0.5455371
2017-11-26,0.00088500977,0.54373944
2017-11-27,0.00091552734,0.54194605
2017-11-28,0.00088500977,0.54015315
2017-11-29,0.00088500977,0.53746283
2017-11-30,0.00091552734,0.53686917
2017-12-01,0.0009460449,0.53538096
2017-12-02,0.0009765625,0.53838503
2017-12-03,0.0010070801,0.54257786
2017-12-04,0.0010681152,0.53810704
2017-12-05,0.0010681152,0.5360204
2017-12-06,0.0010986328,0.5330421
2017-12-07,0.0010986328,0.52886164
2017-12-08,0.0011291504,0.52588475
2017-12-09,0.001159668,0.5205132
2017-12-10,0.0011901855,0.5172378
2017-12-11,0.0011901855,0.51604617
2017-12-12,0.0012512207,0.51516354
2017-12-13,0.0013122559,0.51458514
2017-12-14,0.001373291,0.5143024
2017-12-15,0.001373291,0.5128094
2017-12-16,0.0014038086,0.51043236
2017-12-17,0.0014953613,0.50866044
2017-12-18,0.0014953613,0.5080639
2017-12-19,0.0014953613,0.50776494
2017-12-20,0.0014953613,0.5065695
2017-12-21,0.0011901855,0.5043899
2017-12-22,0.0010681152,0.50316155
2017-12-23,0.0012817383,0.5026232
2017-12-24,0.0013122559,0.5023333
2017-12-25,0.001373291,0.50056326
2017-12-26,0.0014648438,0.49729502
2017-12-27,0.0014343262,0.49550593
2017-12-28,0.0014648438,0.4937116
2017-12-29,0.0015869141,0.4931494
2017-12-30,0.0015258789,0.4961244
2017-12-31,0.0016479492,0.49407017
2018-01-01,0.0018005371,0.4929191
2018-01-02,0.0017700195,0.49141896
2018-01-03,0.0016479492,0.48780215
2018-01-04,0.001739502,0.4830414
2018-01-05,0.0019226074,0.48131
2018-01-06,0.0020751953,0.4792534
2018-01-07,0.0021972656,0.4780966
2018-01-08,0.0022277832,0.47720873
2018-01-09,0.0022583008,0.47632325
2018-01-10,0.0022277832,0.4754187
2018-01-11,0.0022583008,0.47363818
2018-01-12,0.002380371,0.47367442
2018-01-13,0.0022583008,0.47482884
2018-01-14,0.0021972656,0.4721228
2018-01-15,0.002319336,0.46738446
