Date,residual,fitted
2017-08-17,0.0071411133,0.6081412
2017-08-18,0.0067749023,0.5908127
2017-08-19,0.0061950684,0.57432675
2017-08-20,0.006134033,0.5677761
2017-08-21,0.006225586,0.5713654
2017-08-22,0.006286621,0.5764356
2017-08-23,0.0064697266,0.5810241
2017-08-24,0.0066223145,0.58734053
2017-08-25,0.0066833496,0.5895653
2017-08-26,0.0069885254,0.59392357
2017-08-27,0.007171631,0.60135293
2017-08-28,0.0071411133,0.6046814
2017-08-29,0.0071411133,0.60653603
2017-08-30,0.0071411133,0.6046823
2017-08-31,0.0067749023,0.5913072
2017-09-01,0.0062561035,0.5739654
2017-09-02,0.005584717,0.55487406
2017-09-03,0.0053100586,0.54052263
2017-09-04,0.004852295,0.5289868
2017-09-05,0.004638672,0.5234071
2017-09-06,0.004760742,0.5228041
2017-09-07,0.004760742,0.5251485
2017-09-08,0.0049438477,0.52924496
2017-09-09,0.0049743652,0.5313463
2017-09-10,0.0050354004,0.5332048
2017-09-11,0.0049743652,0.5339396
2017-09-12,0.0048217773,0.53108186
2017-09-13,0.004760742,0.5239149
2017-09-14,0.004211426,0.50631875
2017-09-15,0.003753662,0.49046534
2017-09-16,0.0036010742,0.4809449
2017-09-17,0.0034484863,0.4712981
2017-09-18,0.003326416,0.46535647
2017-09-19,0.003326416,0.46264032
2017-09-20,0.0032348633,0.4576925
2017-09-21,0.0032653809,0.45967162
2017-09-22,0.0032958984,0.46770024
2017-09-23,0.0036010742,0.4795847
2017-09-24,0.0038146973,0.49145907
2017-09-25,0.0041503906,0.49767405
2017-09-26,0.004119873,0.50236195
2017-09-27,0.004333496,0.5069522
2017-09-28,0.0041503906,0.4980427
2017-09-29,0.0036621094,0.47971612
2017-09-30,0.0031738281,0.45966315
2017-10-01,0.002746582,0.43813235
2017-10-02,0.0026245117,0.41849214
2017-10-03,0.002532959,0.40255988
2017-10-04,0.0025024414,0.3900885
2017-10-05,0.002532959,0.38478494
2017-10-06,0.0023498535,0.3868609
2017-10-07,0.002380371,0.38859165
2017-10-08,0.0024719238,0.3947785
2017-10-09,0.0024108887,0.40377963
2017-10-10,0.0024719238,0.40859953
2017-10-11,0.0026245117,0.41367674
2017-10-12,0.0026550293,0.41787714
2017-10-13,0.002532959,0.4207046
2017-10-14,0.0025634766,0.42231292
2017-10-15,0.0025634766,0.42231292
2017-10-16,0.002532959,0.4219347
2017-10-17,0.0026855469,0.42220217
2017-10-18,0.0025634766,0.42119938
2017-10-19,0.0026550293,0.41787714
2017-10-20,0.0026245117,0.40960836
2017-10-21,0.0025024414,0.40428266
2017-10-22,0.0024719238,0.40761134
2017-10-23,0.0026550293,0.41121474
2017-10-24,0.0026245117,0.41602397
2017-10-25,0.0026855469,0.4261552
2017-10-26,0.0028076172,0.43949723
2017-10-27,0.0029296875,0.4443264
2017-10-28,0.003112793,0.4497766
2017-10-29,0.003112793,0.4574304
2017-10-30,0.0032653809,0.46510577
2017-10-31,0.0032958984,0.46609688
2017-11-01,0.0033874512,0.4680822
2017-11-02,0.0032348633,0.4606582
2017-11-03,0.0030822754,0.44841713
2017-11-04,0.0027770996,0.4333199
2017-11-05,0.0025634766,0.42058104
2017-11-06,0.0026855469,0.41973352
2017-11-07,0.0025939941,0.4158954
2017-11-08,0.002532959,0.41280597
2017-11-09,0.0025634766,0.41589296
2017-11-10,0.0025634766,0.4218197
2017-11-11,0.002746582,0.42936945
2017-11-12,0.002746582,0.43763947
2017-11-13,0.00289917,0.4453116
2017-11-14,0.0029907227,0.45272645
2017-11-15,0.0032348633,0.46028605
2017-11-16,0.0033569336,0.46733588
2017-11-17,0.0033874512,0.47227705
2017-11-18,0.0034179688,0.47586057
2017-11-19,0.0036010742,0.4795847
2017-11-20,0.0037231445,0.48367435
2017-11-21,0.0038146973,0.489237
2017-11-22,0.0039367676,0.49344724
2017-11-23,0.0040283203,0.49914122
2017-11-24,0.004211426,0.5032353
2017-11-25,0.004211426,0.5065672
2017-11-26,0.0043029785,0.5101579
2017-11-27,0.0044555664,0.5136355
2017-11-28,0.0044555664,0.5156083
2017-11-29,0.0045166016,0.5183329
2017-11-30,0.0046691895,0.522297
2017-12-01,0.004852295,0.5262731
2017-12-02,0.005004883,0.53307843
2017-12-03,0.0050354004,0.5333295
2017-12-04,0.0050354004,0.5350546
2017-12-05,0.0051879883,0.53840744
2017-12-06,0.005218506,0.5416225
2017-12-07,0.005493164,0.5448645
2017-12-08,0.005493164,0.546098
2017-12-09,0.0053710938,0.5437382
2017-12-10,0.0053710938,0.54398763
2017-12-11,0.0054016113,0.5468253
2017-12-12,0.0054016113,0.54658175
2017-12-13,0.005004883,0.5357946
2017-12-14,0.0047302246,0.52267766
2017-12-15,0.004333496,0.50991607
2017-12-16,0.003967285,0.49678534
2017-12-17,0.003479004,0.47895423
2017-12-18,0.0031433105,0.4629863
2017-12-19,0.0028381348,0.44554976
2017-12-20,0.0026855469,0.42948505
2017-12-21,0.0025024414,0.41576153
2017-12-22,0.0024414062,0.41094023
2017-12-23,0.0024719238,0.41230315
2017-12-24,0.002532959,0.4158877
2017-12-25,0.002380371,0.41784424
2017-12-26,0.0024414062,0.41945663
2017-12-27,0.002532959,0.4226774
2017-12-28,0.0024108887,0.42105776
2017-12-29,0.002380371,0.41340256
2017-12-30,0.0022277832,0.40350822
2017-12-31,0.0021972656,0.39412707
2018-01-01,0.0022583008,0.39252862
2018-01-02,0.0022888184,0.39376512
2018-01-03,0.0021362305,0.3931318
2018-01-04,0.0022583008,0.39240265
2018-01-05,0.002166748,0.39510947
2018-01-06,0.0021362305,0.39782193
2018-01-07,0.0020751953,0.40089738
2018-01-08,0.0022888184,0.40339002
2018-01-09,0.002166748,0.3999231
2018-01-10,0.0022277832,0.38622895
2018-01-11,0.0021362305,0.36992657
2018-01-12,0.002319336,0.360569
2018-01-13,0.0024108887,0.35971266
2018-01-14,0.0013427734,0.357732
2018-01-15,0.0022888184,0.35673892
2018-01-16,0.0022583008,0.35846123
2018-01-17,0.0022583008,0.36167184
2018-01-18,0.0021972656,0.36561298
2018-01-19,0.0023498535,0.37056804
2018-01-20,0.0021362305,0.36857012
2018-01-21,0.002105713,0.357459
2018-01-22,0.002319336,0.34230036
2018-01-23,0.0028686523,0.3249671
2018-01-24,0.0033874512,0.3089856
2018-01-25,0.0039367676,0.29263812
2018-01-26,0.004638672,0.27704626
2018-01-27,0.0054016113,0.26294637
2018-01-28,0.0063476562,0.24998379
2018-01-29,0.007232666,0.23885995
2018-01-30,0.0078125,0.23041594
2018-01-31,0.008758545,0.2197929
2018-02-01,0.010070801,0.20551491
2018-02-02,0.011352539,0.19370097
2018-02-03,0.01272583,0.18202156
2018-02-04,0.014038086,0.17107645
2018-02-05,0.015106201,0.16306084
2018-02-06,0.016235352,0.15579313
2018-02-07,0.017303467,0.1475333
2018-02-08,0.0184021,0.14087903
2018-02-09,0.018859863,0.13760549
2018-02-10,0.018859863,0.13772899
2018-02-11,0.019836426,0.13315511
2018-02-12,0.020996094,0.1250304
2018-02-13,0.022521973,0.11670345
2018-02-14,0.023986816,0.10886204
2018-02-15,0.02532959,0.1018669
2018-02-16,0.025787354,0.099087715
2018-02-17,0.027160645,0.0924651
2018-02-18,0.028625488,0.08622974
2018-02-19,0.029846191,0.080084145
2018-02-20,0.03201294,0.07072312
2018-02-21,0.033721924,0.06316
2018-02-22,0.035003662,0.057766855
2018-02-23,0.03640747,0.05250913
2018-02-24,0.037353516,0.048797548
2018-02-25,0.03793335,0.04615277
2018-02-26,0.039886475,0.039357483
2018-02-27,0.04208374,0.03136176
2018-02-28,0.042877197,0.02788049
2018-03-01,0.043762207,0.025273979
2018-03-02,0.045043945,0.020126998
2018-03-03,0.04611206,0.017049134
2018-03-04,0.047576904,0.012041271
2018-03-05,0.048614502,0.008839846
2018-03-06,0.049468994,0.0061041117
2018-03-07,0.04736328,0.013126671
2018-03-08,0.043151855,0.027542412
2018-03-09,0.03878784,0.04379201
2018-03-10,0.034606934,0.06104523
2018-03-11,0.030426025,0.07954025
2018-03-12,0.026306152,0.09840733
2018-03-13,0.023529053,0.11349207
2018-03-14,0.021026611,0.1279965
2018-03-15,0.018615723,0.14275646
2018-03-16,0.016845703,0.15450853
2018-03-17,0.0154418945,0.16495287
2018-03-18,0.013977051,0.17588186
2018-03-19,0.0128479,0.18536854
